,ts_code,name,start_date,end_date,ann_date,change_reason
497,002537.SZ,海联金汇,20170807,,20170807,改名
498,600710.SH,ST常林,20170801,20180327,20170725,恢复上市加N
499,600710.SH,NST常林,20170731,20170731,20170725,其他
500,300061.SZ,康旗股份,20170728,,20170728,改名
501,300459.SZ,金科文化,20170719,,20170719,改名
502,300372.SZ,欣泰退,20170717,,20170624,终止上市
503,300083.SZ,劲胜智能,20170713,,20170713,改名
504,300007.SZ,汉威科技,20170707,,20170707,改名
505,300143.SZ,星普医科,20170706,20190716,20170706,改名
506,300268.SZ,佳沃股份,20170629,,20170629,改名
507,000408.SZ,藏格控股,20170627,,20170627,改名
508,600898.SH,国美通讯,20170616,,20170613,改名
509,300405.SZ,科隆股份,20170616,,20170616,改名
510,002625.SZ,光启技术,20170616,,20170616,改名
511,600226.SH,瀚叶股份,20170615,,20170610,改名
512,000995.SZ,皇台酒业,20170615,20180502,20170614,撤销*ST
513,600221.SH,海航控股,20170612,,20170607,改名
514,002193.SZ,如意集团,20170612,,20170612,改名
515,002558.SZ,巨人网络,20170609,,20170609,改名
516,000611.SZ,天首发展,20170608,20190505,20170607,撤销*ST
517,000980.SZ,众泰汽车,20170607,,20170606,改名
518,600732.SH,ST新梅,20170607,20191226,20170527,恢复上市加N
519,600732.SH,NST新梅,20170606,20170606,20170527,其他
520,300081.SZ,恒信东方,20170605,,20170603,改名
521,002379.SZ,宏创控股,20170601,,20170601,改名
522,002530.SZ,金财互联,20170531,,20170527,改名
523,002180.SZ,纳思达,20170526,,20170526,改名
524,000968.SZ,蓝焰控股,20170525,,20170525,改名
525,002379.SZ,鲁丰环保,20170524,20170531,20170523,撤销*ST
526,000033.SZ,新都退,20170524,,20170518,终止上市
527,000408.SZ,金谷源,20170523,20170626,20170522,撤销*ST
528,002614.SZ,奥佳华,20170522,,20170522,改名
529,002739.SZ,万达电影,20170519,,20170519,改名
530,000505.SZ,珠江控股,20170519,20180312,20170518,撤销*ST
531,000633.SZ,合金投资,20170518,,20170517,撤销*ST
532,002289.SZ,宇顺电子,20170518,20190425,20170517,撤销*ST
533,000968.SZ,煤气化,20170515,20170524,20170512,撤销*ST
534,000913.SZ,钱江摩托,20170515,,20170512,撤销*ST
535,000504.SZ,南华生物,20170512,20190505,20170511,撤销*ST
536,600967.SH,内蒙一机,20170510,,20170505,改名
537,600391.SH,航发科技,20170509,,20170504,改名
538,600893.SH,航发动力,20170509,,20170504,改名
539,600339.SH,中油工程,20170508,,20170505,撤销*ST
540,002401.SZ,中远海科,20170505,,20170505,改名
541,600390.SH,五矿资本,20170504,,20170503,撤销*ST
542,000622.SZ,恒立实业,20170504,,20170503,撤销*ST
543,600844.SH,*ST丹科,20170503,20180301,20170429,*ST
544,000932.SZ,*ST华菱,20170503,20180308,20170429,*ST
545,002504.SZ,*ST弘高,20170503,20180510,20170502,*ST
546,600581.SH,八一钢铁,20170503,,20170502,撤销*ST
547,600847.SH,*ST万里,20170503,20180508,20170429,*ST
548,000410.SZ,*ST沈机,20170503,20180228,20170429,*ST
549,600877.SH,*ST嘉陵,20170503,20180402,20170429,*ST
550,000982.SZ,*ST中绒,20170503,,20170429,*ST
551,600654.SH,*ST中安,20170503,20180509,20170429,*ST
552,600747.SH,*ST大控,20170503,20180509,20170429,*ST
553,000831.SZ,五矿稀土,20170503,,20170502,撤销*ST
554,000659.SZ,*ST中富,20170503,20180424,20170429,*ST
555,600401.SH,*ST海润,20170503,20190526,20170429,*ST
556,002070.SZ,*ST众和,20170503,20190526,20170502,*ST
557,600423.SH,*ST柳化,20170503,20191219,20170429,*ST
558,000933.SZ,神火股份,20170502,,20170428,撤销*ST
559,002134.SZ,*ST普林,20170502,20180418,20170428,*ST
560,600815.SH,*ST厦工,20170502,20180508,20170428,*ST
561,600540.SH,*ST新赛,20170502,20180408,20170428,*ST
562,601519.SH,*ST智慧,20170502,20180509,20170428,*ST
563,600275.SH,*ST昌鱼,20170502,20180508,20170428,*ST
564,002473.SZ,*ST圣莱,20170502,20190318,20170428,*ST
565,000693.SZ,*ST华泽,20170502,20190526,20170428,*ST
566,600149.SH,*ST坊展,20170428,20180509,20170427,*ST
567,002312.SZ,*ST三泰,20170428,20180508,20170427,*ST
568,002207.SZ,*ST准油,20170428,20180910,20170427,*ST
569,002336.SZ,人人乐,20170428,20190416,20170427,撤销*ST
570,002248.SZ,*ST东数,20170427,20180415,20170426,*ST
571,600112.SH,*ST天成,20170427,20180506,20170426,*ST
572,002306.SZ,*ST云网,20170427,20190731,20170426,*ST
573,000809.SZ,*ST新城,20170426,20180610,20170425,*ST
574,600093.SH,易见股份,20170426,,20170421,改名
575,601558.SH,*ST锐电,20170426,20180411,20170425,*ST
576,002571.SZ,*ST德力,20170425,20180409,20170424,*ST
577,600520.SH,中发科技,20170425,20171107,20170424,撤销*ST
578,706055.SH,*ST上普,20170425,,20170422,*ST
579,600680.SH,*ST上普,20170425,,20170422,*ST
580,000780.SZ,*ST平能,20170424,20180510,20170421,*ST
581,600767.SH,*ST运盛,20170421,20180411,20170420,*ST
582,601106.SH,*ST一重,20170421,20180508,20170420,*ST
583,002173.SZ,创新医疗,20170421,,20170420,撤销*ST
584,300338.SZ,开元股份,20170421,,20170421,其他
585,002423.SZ,中原特钢,20170421,20191007,20170420,撤销*ST
586,000738.SZ,航发控制,20170420,,20170420,改名
587,600306.SH,商业城,20170419,,20170418,撤销*ST
588,002608.SZ,江苏国信,20170419,,20170418,摘星改名
589,600121.SH,*ST郑煤,20170419,20180411,20170418,*ST
590,000532.SZ,华金资本,20170418,,20170418,改名
591,000972.SZ,*ST中基,20170418,20181101,20170415,*ST
592,600539.SH,狮头股份,20170417,20180424,20170414,撤销*ST
593,000037.SZ,深南电A,20170417,,20170414,撤销*ST
594,600633.SH,浙数文化,20170414,,20170411,改名
595,600546.SH,山煤国际,20170412,,20170411,撤销*ST
596,600866.SH,星湖科技,20170412,,20170411,撤销*ST
597,600425.SH,*ST青松,20170411,20180502,20170408,*ST
598,000526.SZ,*ST紫学,20170411,20180522,20170408,*ST
599,300299.SZ,富春股份,20170411,,20170411,改名
600,600301.SH,ST南化,20170410,,20170407,摘星
601,002490.SZ,*ST墨龙,20170407,20180415,20170406,*ST
602,002513.SZ,蓝丰生化,20170407,,20170406,撤销*ST
603,000856.SZ,冀东装备,20170407,,20170406,撤销*ST
604,000613.SZ,*ST东海A,20170405,20180314,20170331,*ST
605,000962.SZ,东方钽业,20170405,,20170331,撤销*ST
606,000717.SZ,韶钢松山,20170405,,20170331,撤销*ST
607,601005.SH,*ST重钢,20170405,20180308,20170331,*ST
608,300099.SZ,精准信息,20170405,,20170401,改名
609,600603.SH,广汇物流,20170405,,20170329,改名
610,002069.SZ,獐子岛,20170405,,20170331,撤销*ST
611,000540.SZ,中天金融,20170405,,20170331,改名
612,002419.SZ,天虹股份,20170331,,20170331,其他
613,600636.SH,*ST爱富,20170330,20180501,20170329,*ST
614,000670.SZ,盈方微,20170330,20190326,20170329,撤销*ST
615,000066.SZ,中国长城,20170329,,20170329,改名
616,600696.SH,*ST匹凸,20170329,20180208,20170329,*ST
617,000595.SZ,*ST宝实,20170329,20180517,20170328,*ST
618,000755.SZ,*ST三维,20170329,20181113,20170328,*ST
619,600603.SH,大洲兴业,20170328,20170404,20170325,撤销*ST
620,002109.SZ,兴化股份,20170328,,20170327,撤销*ST
621,706055.SH,ST上普,20170328,20170424,20170325,ST
622,600680.SH,ST上普,20170328,20170424,20170325,ST
623,600234.SH,ST山水,20170328,20190428,20170325,摘星
624,600608.SH,*ST沪科,20170327,20180403,20170324,*ST
625,600403.SH,*ST大有,20170327,20180411,20170324,*ST
626,601918.SH,新集能源,20170327,,20170324,撤销*ST
627,002647.SZ,民盛金科,20170323,20180802,20170323,改名
628,600733.SH,S*ST前锋,20170322,20180221,20170321,*ST
629,300349.SZ,金卡智能,20170321,,20170321,改名
630,600860.SH,*ST京城,20170321,20180403,20170318,*ST
631,600225.SH,*ST松江,20170321,20180506,20170318,*ST
632,000922.SZ,*ST佳电,20170321,20181126,20170318,*ST
633,600634.SH,富控互动,20170320,20180502,20170315,改名
634,000803.SZ,*ST金宇,20170320,20181028,20170317,*ST
635,600721.SH,百花村,20170320,20190429,20170317,撤销*ST
636,002290.SZ,中科新材,20170317,20190505,20170317,改名
637,600725.SH,ST云维,20170316,,20170315,摘星
638,600230.SH,沧州大化,20170315,,20170314,撤销*ST
639,002199.SZ,东晶电子,20170315,,20170314,撤销*ST
640,002061.SZ,江山化工,20170314,20171221,20170313,撤销*ST
641,600228.SH,*ST昌九,20170314,20180509,20170311,*ST
642,000606.SZ,神州易桥,20170314,20180702,20170313,撤销*ST
643,600760.SH,中航黑豹,20170313,20180111,20170310,撤销*ST
644,300500.SZ,启迪设计,20170310,,20170310,改名
645,600375.SH,华菱星马,20170308,,20170307,撤销*ST
646,600072.SH,中船科技,20170307,,20170302,改名
647,002601.SZ,龙蟒佰利,20170307,,20170307,改名
648,600528.SH,中铁工业,20170302,,20170225,改名
649,000953.SZ,*ST河化,20170302,20180610,20170301,*ST
650,600675.SH,中华企业,20170302,,20170301,撤销*ST
651,000710.SZ,*ST天仪,20170301,20170827,20170228,*ST
652,300140.SZ,中环装备,20170228,,20170228,改名
653,000881.SZ,中广核技,20170227,,20170227,改名
654,600319.SH,亚星化学,20170227,20191103,20170224,撤销*ST
655,002371.SZ,北方华创,20170224,,20170224,改名
656,000564.SZ,供销大集,20170224,,20170224,改名
657,002352.SZ,顺丰控股,20170224,,20170224,改名
658,600212.SH,江泉实业,20170223,,20170222,撤销*ST
659,300128.SZ,锦富技术,20170223,,20170223,改名
660,002638.SZ,勤上股份,20170222,,20170222,其他
661,600737.SH,中粮糖业,20170217,,20170214,改名
662,600339.SH,*ST油工,20170217,20170507,20170211,改名
663,000892.SZ,欢瑞世纪,20170215,,20170215,改名
664,600701.SH,工大高新,20170214,20180502,20170211,撤销*ST
665,002692.SZ,睿康股份,20170214,20190120,20170214,改名
666,600265.SH,ST景谷,20170210,,20170209,摘星
667,000617.SZ,中油资本,20170210,,20170210,改名
668,002309.SZ,中利集团,20170208,,20170208,改名
669,002141.SZ,贤丰控股,20170124,,20170124,改名
670,600614.SH,鹏起科技,20170123,20190428,20170119,改名
671,000906.SZ,浙商中拓,20170119,,20170119,改名
672,002120.SZ,韵达股份,20170118,,20170118,改名
673,000617.SZ,石油济柴,20170116,20170209,20170113,撤销*ST
674,603313.SH,梦百合,20170113,,20170106,改名
675,002787.SZ,华源控股,20170111,,20170111,改名
676,000519.SZ,中兵红箭,20170110,,20170110,改名
677,600428.SH,中远海特,20161230,,20161227,改名
678,002468.SZ,申通快递,20161230,,20161230,改名
679,002565.SZ,顺灏股份,20161223,,20161223,改名
680,601866.SH,中远海发,20161222,,20161217,改名
681,000820.SZ,神雾节能,20161216,20190411,20161216,改名
682,601919.SH,中远海控,20161208,,20161203,改名
683,300048.SZ,合康新能,20161202,,20161202,改名
684,600896.SH,览海投资,20161128,20180502,20161125,改名
685,600026.SH,中远海能,20161128,,20161122,改名
686,600793.SH,宜宾纸业,20161121,,20161118,撤销ST
687,600381.SH,青海春天,20161121,,20161118,撤销ST
688,002050.SZ,三花智控,20161118,,20161118,改名
689,600179.SH,安通控股,20161117,20190618,20161112,改名
690,002010.SZ,传化智联,20161116,,20161116,改名
691,002663.SZ,普邦股份,20161115,,20161115,其他
692,600242.SH,中昌数据,20161110,,20161107,改名
693,002256.SZ,兆新股份,20161108,,20161108,改名
694,002622.SZ,融钰集团,20161108,,20161108,改名
695,002728.SZ,特一药业,20161107,,20161107,改名
696,002629.SZ,仁智股份,20161104,20190429,20161104,改名
697,600179.SH,黑化股份,20161103,20161116,20161102,撤销*ST
698,600346.SH,恒力股份,20161103,20190627,20161102,撤销*ST
699,300116.SZ,坚瑞沃能,20161031,,20161029,改名
700,600608.SH,上海科技,20161027,20170326,20161026,撤销ST
701,002347.SZ,泰尔股份,20161027,,20161027,改名
702,000667.SZ,美好置业,20161026,,20161026,其他
703,000626.SZ,远大控股,20161025,,20161025,改名
704,002742.SZ,三圣股份,20161021,,20161021,改名
705,600233.SH,圆通速递,20161020,,20161018,改名
706,000910.SZ,大亚圣象,20161019,,20161019,改名
707,000863.SZ,三湘印象,20161018,,20161018,改名
708,000813.SZ,德展健康,20161017,,20161015,改名
709,002447.SZ,壹桥股份,20161013,20180201,20161013,改名
710,002019.SZ,亿帆医药,20161011,,20161011,改名
711,600055.SH,万东医疗,20160928,,20160922,改名
712,000790.SZ,泰合健康,20160927,,20160927,改名
713,603018.SH,中设集团,20160926,,20160922,改名
714,600217.SH,中再资环,20160923,,20160920,改名
715,002539.SZ,云图控股,20160920,,20160920,改名
716,002247.SZ,帝龙文化,20160919,20181008,20160919,改名
717,002425.SZ,凯撒文化,20160914,,20160914,改名
718,600556.SH,ST慧球,20160913,,20160913,ST
719,300043.SZ,星辉娱乐,20160829,,20160827,其他
720,000676.SZ,智度股份,20160826,,20160826,改名
721,600882.SH,广泽股份,20160826,20190314,20160823,改名
722,300372.SZ,欣泰电气,20160823,20170716,20160820,其他
723,002105.SZ,信隆健康,20160819,,20160819,改名
724,002670.SZ,国盛金控,20160817,,20160817,改名
725,002123.SZ,梦网荣信,20160817,20170820,20160817,改名
726,002053.SZ,云南能投,20160816,,20160816,改名
727,600090.SH,同济堂,20160808,,20160803,改名
728,000815.SZ,美利云,20160802,,20160802,改名
729,000987.SZ,越秀金控,20160801,,20160730,改名
730,002355.SZ,兴民智通,20160801,,20160801,改名
731,002509.SZ,天广中茂,20160727,,20160727,改名
732,300459.SZ,金科娱乐,20160726,20170718,20160726,改名
733,002624.SZ,完美世界,20160726,,20160726,改名
734,300219.SZ,鸿利智汇,20160719,,20160719,改名
735,600539.SH,ST狮头,20160715,20170416,20160714,ST
736,000040.SZ,东旭蓝天,20160715,,20160715,改名
737,002270.SZ,华明装备,20160713,,20160713,改名
738,000609.SZ,绵石投资,20160713,20180301,20160713,改名
739,000526.SZ,紫光学大,20160713,20170410,20160713,改名
740,300372.SZ,*欣泰,20160712,20160822,20160709,*ST
741,000611.SZ,*ST天首,20160711,20170607,20160711,改名
742,600777.SH,新潮能源,20160706,,20160630,改名
743,002113.SZ,天润数娱,20160706,20190327,20160706,改名
744,600568.SH,中珠医疗,20160704,,20160629,改名
745,600980.SH,北矿科技,20160629,,20160624,改名
746,002397.SZ,梦洁股份,20160629,,20160629,其他
747,600381.SH,ST春天,20160629,20161120,20160628,ST
748,600892.SH,大晟文化,20160627,,20160622,改名
749,300300.SZ,汉鼎宇佑,20160622,,20160622,改名
750,002173.SZ,*ST创疗,20160622,20170420,20160622,改名
751,300355.SZ,蒙草生态,20160622,,20160622,改名
752,600602.SH,云赛智联,20160622,,20160617,改名
753,000421.SZ,南京公用,20160621,,20160621,改名
754,002049.SZ,紫光国芯,20160620,20180507,20160620,改名
755,002482.SZ,广田集团,20160617,,20160617,改名
756,600683.SH,京投发展,20160616,,20160609,改名
757,002241.SZ,歌尔股份,20160615,,20160615,改名
758,000606.SZ,*ST易桥,20160615,20170313,20160615,改名
759,601599.SH,鹿港文化,20160615,,20160608,改名
760,300431.SZ,暴风集团,20160606,,20160604,改名
761,300018.SZ,中元股份,20160606,,20160604,改名
762,300343.SZ,联创互联,20160603,20190707,20160603,改名
763,600136.SH,当代明诚,20160531,,20160526,改名
764,002505.SZ,大康农业,20160531,,20160531,改名
765,002445.SZ,中南文化,20160531,20181030,20160531,改名
766,600978.SH,宜华生活,20160530,,20160524,改名
767,000557.SZ,西部创业,20160526,,20160526,改名
768,000615.SZ,京汉股份,20160526,,20160526,改名
769,300008.SZ,天海防务,20160525,,20160525,改名
770,600462.SH,九有股份,20160524,20190114,20160519,改名
771,002356.SZ,赫美集团,20160524,20190505,20160524,改名
772,600862.SH,中航高科,20160520,,20160517,改名
773,603011.SH,合锻智能,20160520,,20160518,改名
774,600623.SH,华谊集团,20160518,,20160513,改名
775,002306.SZ,中科云网,20160516,20170426,20160513,撤销*ST
776,600393.SH,粤泰股份,20160512,,20160506,改名
777,600292.SH,远达环保,20160512,,20160507,改名
778,600539.SH,狮头股份,20160511,20160714,20160510,撤销*ST
779,000972.SZ,中基健康,20160511,20170417,20160511,改名
780,002502.SZ,骅威文化,20160511,20190717,20160511,改名
781,600984.SH,建设机械,20160510,,20160507,撤销*ST
782,600482.SH,中国动力,20160510,,20160504,改名
783,600779.SH,水井坊,20160509,,20160506,撤销*ST
784,600247.SH,ST成城,20160509,20180502,20160506,摘星
785,000010.SZ,美丽生态,20160509,20190425,20160509,改名
786,000557.SZ,银广夏,20160506,20160525,20160505,撤销*ST
787,600608.SH,ST沪科,20160505,20161026,20160504,摘星
788,000691.SZ,ST亚太,20160504,20171128,20160430,ST
789,000511.SZ,*ST烯碳,20160504,20180604,20160430,*ST
790,600552.SH,凯盛科技,20160504,,20160428,改名
791,000693.SZ,ST华泽,20160504,20170501,20160430,ST
792,002069.SZ,*ST獐岛,20160504,20170404,20160503,*ST
793,600401.SH,海润光伏,20160504,20170502,20160430,撤销*ST
794,600265.SH,*ST景谷,20160503,20170209,20160429,*ST
795,600546.SH,*ST山煤,20160503,20170411,20160429,*ST
796,601918.SH,*ST新集,20160503,20170326,20160429,*ST
797,002289.SZ,*ST宇顺,20160503,20170517,20160429,*ST
798,600725.SH,*ST云维,20160503,20170315,20160429,*ST
799,002423.SZ,*ST中特,20160503,20170420,20160429,*ST
800,600179.SH,*ST黑化,20160503,20161102,20160429,*ST
801,600234.SH,*ST山水,20160503,20170327,20160429,*ST
802,600432.SH,*ST吉恩,20160503,20180529,20160429,*ST
803,000670.SZ,*ST盈方,20160503,20170329,20160429,*ST
804,000662.SZ,天夏智慧,20160503,,20160503,改名
805,000629.SZ,*ST钒钛,20160503,20180823,20160429,*ST
806,600346.SH,*ST橡塑,20160429,20161102,20160428,*ST
807,000622.SZ,*ST恒立,20160429,20170503,20160428,*ST
808,600390.SH,*ST金瑞,20160429,20170503,20160428,*ST
809,000510.SZ,金路集团,20160429,20190704,20160428,撤销*ST
810,600817.SH,*ST宏盛,20160428,20180508,20160427,*ST
811,000408.SZ,*ST金源,20160428,20170522,20160427,*ST
812,600306.SH,*ST商城,20160427,20170418,20160426,*ST
813,000659.SZ,珠海中富,20160427,20170502,20160426,撤销*ST
814,002513.SZ,*ST蓝丰,20160427,20170406,20160426,*ST
815,000633.SZ,*ST合金,20160427,20170517,20160426,*ST
816,600760.SH,*ST黑豹,20160427,20170312,20160426,*ST
817,600866.SH,*ST星湖,20160427,20170411,20160426,*ST
818,300145.SZ,中金环境,20160426,,20160426,改名
819,000505.SZ,*ST珠江,20160426,20170518,20160425,*ST
820,600965.SH,福成股份,20160426,,20160419,改名
821,000504.SZ,*ST生物,20160426,20170511,20160425,*ST
822,002199.SZ,*ST东晶,20160426,20170314,20160425,*ST
823,600681.SH,百川能源,20160426,,20160422,改名
824,002147.SZ,新光圆成,20160426,20181203,20160426,改名
825,600701.SH,*ST工新,20160425,20170213,20160422,*ST
826,000034.SZ,神州数码,20160425,,20160423,改名
827,000587.SZ,金洲慈航,20160425,,20160425,改名
828,002322.SZ,理工环科,20160425,,20160425,改名
829,000950.SZ,*ST建峰,20160425,20180827,20160422,*ST
830,600444.SH,国机通用,20160425,,20160422,撤销*ST
831,000799.SZ,酒鬼酒,20160425,,20160422,撤销*ST
832,002379.SZ,*ST鲁丰,20160422,20170523,20160421,*ST
833,002431.SZ,棕榈股份,20160422,,20160422,改名
834,000717.SZ,*ST韶钢,20160421,20170404,20160420,*ST
835,000913.SZ,*ST钱江,20160421,20170514,20160420,*ST
836,600691.SH,阳煤化工,20160421,,20160420,撤销*ST
837,000933.SZ,*ST神火,20160420,20170501,20160419,*ST
838,000962.SZ,*ST东钽,20160420,20170404,20160419,*ST
839,002336.SZ,*ST人乐,20160420,20170427,20160419,*ST
840,000059.SZ,华锦股份,20160420,,20160419,撤销*ST
841,002173.SZ,*ST千足,20160419,20160621,20160418,*ST
842,600339.SH,*ST天利,20160419,20170216,20160418,*ST
843,000927.SZ,一汽夏利,20160418,,20160415,撤销*ST
844,600520.SH,*ST中发,20160418,20170424,20160415,*ST
845,002027.SZ,分众传媒,20160418,,20160418,改名
846,000068.SZ,华控赛格,20160412,,20160411,撤销*ST
847,600375.SH,*ST星马,20160412,20170307,20160411,*ST
848,000590.SZ,启迪古汉,20160412,,20160411,摘星改名
849,000856.SZ,*ST冀装,20160411,20170406,20160408,*ST
850,000831.SZ,*ST五稀,20160411,20170502,20160408,*ST
851,600212.SH,*ST江泉,20160411,20170222,20160408,*ST
852,601886.SH,江河集团,20160407,,20160401,其他
853,600311.SH,荣华实业,20160407,,20160406,撤销ST
854,600318.SH,新力金融,20160407,,20160331,改名
855,600242.SH,中昌海运,20160407,20161109,20160406,撤销*ST
856,600715.SH,文投控股,20160407,,20160406,改名
857,600962.SH,国投中鲁,20160407,,20160406,撤销*ST
858,600870.SH,厦华电子,20160406,20180426,20160402,撤销*ST
859,600069.SH,银鸽投资,20160405,,20160401,撤销*ST
860,600828.SH,茂业商业,20160405,,20160330,改名
861,000037.SZ,*ST南电A,20160405,20170416,20160401,*ST
862,002292.SZ,奥飞娱乐,20160401,,20160401,改名
863,600806.SH,*ST昆机,20160401,20180529,20160331,*ST
864,000617.SZ,*ST济柴,20160401,20170115,20160331,*ST
865,000606.SZ,*ST明胶,20160401,20160614,20160331,*ST
866,600091.SH,ST明科,20160330,,20160329,摘星
867,600581.SH,*ST八钢,20160330,20170502,20160329,*ST
868,002633.SZ,申科股份,20160330,,20160329,撤销*ST
869,600656.SH,退市博元,20160329,,20160322,终止上市
870,600319.SH,*ST亚星,20160329,20170226,20160328,*ST
871,002656.SZ,摩登大道,20160328,,20160328,改名
872,000591.SZ,太阳能,20160328,,20160328,改名
873,000677.SZ,恒天海龙,20160325,,20160324,撤销*ST
874,000815.SZ,美利纸业,20160325,20160801,20160324,撤销*ST
875,600230.SH,*ST沧大,20160325,20170314,20160324,*ST
876,002417.SZ,三元达,20160323,20180208,20160322,撤销*ST
877,600675.SH,*ST中企,20160322,20170301,20160319,*ST
878,000968.SZ,*ST煤气,20160321,20170514,20160318,*ST
879,600163.SH,中闽能源,20160318,,20160317,撤销*ST
880,300242.SZ,明家联合,20160317,20180521,20160317,改名
881,002680.SZ,长生生物,20160317,20180725,20160317,改名
882,000912.SZ,泸天化,20160315,20171214,20160314,撤销*ST
883,600408.SH,安泰集团,20160315,20180423,20160314,撤销*ST
884,600715.SH,松辽汽车,20160314,20160406,20160311,撤销*ST
885,600179.SH,ST黑化,20160311,20160502,20160310,ST
886,600644.SH,乐山电力,20160310,,20160309,撤销*ST
887,600217.SH,秦岭水泥,20160309,20160922,20160308,撤销*ST
888,600071.SH,凤凰光学,20160309,,20160308,撤销*ST
889,600721.SH,*ST百花,20160308,20170319,20160307,*ST
890,002127.SZ,南极电商,20160307,,20160307,改名
891,000795.SZ,英洛华,20160307,,20160307,改名
892,000893.SZ,东凌国际,20160304,20180502,20160304,改名
893,002411.SZ,必康股份,20160304,20181029,20160304,改名
894,002036.SZ,联创电子,20160303,,20160303,改名
895,000967.SZ,盈峰环境,20160302,,20160302,改名
896,002061.SZ,*ST江化,20160301,20170313,20160229,*ST
897,002109.SZ,*ST兴化,20160301,20170327,20160229,*ST
898,300301.SZ,长方集团,20160301,,20160301,改名
899,000976.SZ,春晖股份,20160225,20171009,20160224,撤销*ST
900,000892.SZ,星美联合,20160225,20170214,20160224,撤销*ST
901,002015.SZ,霞客环保,20160225,20190625,20160224,撤销*ST
902,002552.SZ,宝鼎科技,20160223,20180502,20160223,改名
903,000415.SZ,渤海金控,20160223,20181113,20160223,改名
904,600110.SH,诺德股份,20160222,,20160216,改名
905,600555.SH,海航创新,20160218,,20160205,改名
906,000007.SZ,全新好,20160217,,20160217,改名
907,000711.SZ,京蓝科技,20160216,,20160215,撤销*ST
908,600603.SH,*ST兴业,20160215,20170327,20160205,*ST
909,600722.SH,金牛化工,20160205,,20160204,撤销*ST
910,002192.SZ,融捷股份,20160205,,20160204,撤销*ST
911,002517.SZ,恺英网络,20160203,,20160203,改名
912,601100.SH,恒立液压,20160202,,20160128,改名
913,600076.SH,康欣新材,20160201,,20160127,改名
914,300066.SZ,三川智慧,20160129,,20160129,改名
915,600515.SH,海航基础,20160129,,20160127,改名
916,600679.SH,上海凤凰,20160128,,20160123,改名
917,000709.SZ,河钢股份,20160126,,20160126,其他
918,002188.SZ,巴士在线,20160122,20180207,20160122,改名
919,002555.SZ,三七互娱,20160119,,20160119,改名
920,002343.SZ,慈文传媒,20160115,,20160115,改名
921,600186.SH,莲花健康,20160115,20190428,20160109,改名
922,300253.SZ,卫宁健康,20160112,,20160112,改名
923,002044.SZ,美年健康,20160108,,20160108,改名
924,300362.SZ,天翔环境,20160108,,20160108,改名
925,601222.SH,林洋能源,20151231,,20151226,改名
926,600201.SH,生物股份,20151230,,20151225,改名
927,600053.SH,九鼎投资,20151230,,20151225,改名
928,600299.SH,安迪苏,20151229,,20151223,改名
929,002689.SZ,远大智能,20151223,,20151223,改名
930,600277.SH,亿利洁能,20151223,,20151218,改名
931,002293.SZ,罗莱生活,20151221,,20151221,改名
932,600163.SH,*ST闽能,20151210,20160317,20151204,改名
933,300450.SZ,先导智能,20151209,,20151209,改名
934,002584.SZ,西陇科学,20151209,,20151209,改名
935,002298.SZ,中电鑫龙,20151209,20180701,20151209,改名
936,300230.SZ,永利股份,20151207,,20151207,改名
937,002137.SZ,麦达数字,20151207,,20151207,改名
938,000018.SZ,神州长城,20151207,20190505,20151207,改名
939,600311.SH,ST荣华,20151201,20160406,20151130,ST
940,300080.SZ,易成新能,20151127,,20151127,改名
941,600856.SH,中天能源,20151124,20190811,20151119,改名
942,600848.SH,上海临港,20151118,,20151113,改名
943,000838.SZ,财信发展,20151118,,20151118,改名
944,600708.SH,光明地产,20151112,,20151106,改名
945,600576.SH,万家文化,20151112,20170925,20151107,改名
946,300139.SZ,晓程科技,20151112,,20151112,改名
947,000971.SZ,高升控股,20151112,20190327,20151112,改名
948,000826.SZ,启迪桑德,20151111,20190709,20151111,改名
949,300189.SZ,神农基因,20151109,20190605,20151107,改名
950,002413.SZ,雷科防务,20151106,,20151106,改名
951,002314.SZ,南山控股,20151104,,20151104,改名
952,000889.SZ,茂业通信,20151104,20181210,20151104,改名
953,600629.SH,华建集团,20151030,,20151027,改名
954,002366.SZ,台海核电,20151029,,20151029,改名
955,000806.SZ,银河生物,20151028,20190328,20151028,改名
956,000687.SZ,华讯方舟,20151023,,20151022,改名
957,601216.SH,君正集团,20151023,,20151016,改名
958,002581.SZ,未名医药,20151021,,20151021,改名
959,002031.SZ,巨轮智能,20151020,,20151020,改名
960,002162.SZ,悦心健康,20151020,,20151020,改名
961,601567.SH,三星医疗,20151020,,20151014,改名
962,300292.SZ,吴通控股,20151014,,20151014,改名
963,000796.SZ,凯撒旅游,20151012,20191224,20151012,改名
964,002074.SZ,国轩高科,20150929,,20150929,改名
965,000939.SZ,凯迪生态,20150928,20180701,20150928,改名
966,002088.SZ,鲁阳节能,20150925,,20150925,改名
967,002631.SZ,德尔未来,20150922,,20150922,改名
968,000056.SZ,皇庭国际,20150918,,20150918,改名
969,600229.SH,城市传媒,20150917,,20150911,改名
970,300343.SZ,联创股份,20150915,20160602,20150915,其他
971,300078.SZ,思创医惠,20150915,,20150915,改名
972,300089.SZ,文化长城,20150911,,20150911,改名
973,300332.SZ,天壕环境,20150911,,20150911,改名
974,002004.SZ,华邦健康,20150909,,20150909,改名
975,600643.SH,爱建集团,20150909,,20150902,改名
976,300247.SZ,乐金健康,20150909,20190114,20150909,改名
