,stock_identity,name,enquiry_date,enquiry_topic,enquiry_title,exchange
319,601377.SSE,兴业证券,定期报告事后审核意见函,2019-09-18 18:00:01,关于兴业证券股份有限公司的定期报告事后审核意见函,SSE
320,600280.SSE,中央商场,定期报告事后审核意见函,2019-09-18 17:10:20,关于南京中央商场（集团）股份有限公司的定期报告事后审核意见函,SSE
321,603778.SSE,乾景园林,问询函,2019-09-17 17:10:01,关于对北京乾景园林股份有限公司2019年半年度报告的事后审核问询函,SSE
322,600139.SSE,西部资源,问询函,2019-09-16 21:40:01,关于四川西部资源控股股份有限公司的问询函,SSE
323,600891.SSE,*ST秋林,问询函,2019-09-16 20:50:01,关于哈尔滨秋林集团股份有限公司的问询函,SSE
324,601555.SSE,东吴证券,定期报告事后审核意见函,2019-09-16 20:00:01,关于东吴证券股份有限公司的定期报告事后审核意见函,SSE
325,600143.SSE,金发科技,定期报告事后审核意见函,2019-09-16 18:20:01,关于金发科技股份有限公司的定期报告事后审核意见函,SSE
326,603818.SSE,曲美家居,定期报告事后审核意见函,2019-09-16 17:10:01,关于曲美家居集团股份有限公司的定期报告事后审核意见函,SSE
327,603007.SSE,花王股份,定期报告事后审核意见函,2019-09-16 17:10:01,关于花王生态工程股份有限公司的定期报告事后审核意见函,SSE
328,603998.SSE,方盛制药,定期报告事后审核意见函,2019-09-12 19:20:01,关于湖南方盛制药股份有限公司的定期报告事后审核意见函,SSE
329,603108.SSE,润达医疗,定期报告事后审核意见函,2019-09-12 19:00:01,关于上海润达医疗科技股份有限公司的定期报告事后审核意见函,SSE
330,600781.SSE,ST辅仁,定期报告事后审核意见函,2019-09-12 18:30:01,关于辅仁药业集团制药股份有限公司的定期报告事后审核意见函,SSE
331,600683.SSE,京投发展,问询函,2019-09-12 18:10:01,关于对京投发展股份有限公司转让子公司股权暨关联交易事项的问询函,SSE
332,600363.SSE,联创光电,定期报告事后审核意见函,2019-09-12 17:10:03,关于江西联创光电科技股份有限公司的定期报告事后审核意见函,SSE
333,600122.SSE,宏图高科,定期报告事后审核意见函,2019-09-12 17:10:03,关于江苏宏图高科技股份有限公司的定期报告事后审核意见函,SSE
334,603789.SSE,星光农机,定期报告事后审核意见函,2019-09-12 17:10:03,关于星光农机股份有限公司的定期报告事后审核意见函,SSE
335,600225.SSE,天津松江,定期报告事后审核意见函,2019-09-12 17:10:03,关于对天津松江股份有限公司2019年半年度报告的事后审核问询函,SSE
336,600389.SSE,江山股份,定期报告事后审核意见函,2019-09-11 19:10:02,关于南通江山农药化工股份有限公司的定期报告事后审核意见函,SSE
337,600185.SSE,格力地产,定期报告事后审核意见函,2019-09-11 17:10:01,关于格力地产股份有限公司2019年半年度报告的事后审核问询函,SSE
338,603536.SSE,惠发食品,定期报告事后审核意见函,2019-09-11 17:10:01,关于山东惠发食品股份有限公司的定期报告事后审核意见函,SSE
339,601579.SSE,会稽山,定期报告事后审核意见函,2019-09-10 18:20:02,关于会稽山绍兴酒股份有限公司的定期报告事后审核意见函,SSE
340,600370.SSE,三房巷,定期报告事后审核意见函,2019-09-10 18:20:02,关于江苏三房巷实业股份有限公司的定期报告事后审核意见函,SSE
341,600784.SSE,鲁银投资,定期报告事后审核意见函,2019-09-10 17:40:01,关于鲁银投资集团股份有限公司的定期报告事后审核意见函,SSE
342,603518.SSE,锦泓集团,定期报告事后审核意见函,2019-09-10 17:10:17,关于锦泓时装集团股份有限公司的定期报告事后审核意见函,SSE
343,600146.SSE,商赢环球,问询函,2019-09-09 21:30:01,关于对商赢环球股份有限公司对外投资暨关联交易事项的问询函,SSE
344,603011.SSE,合锻智能,问询函,2019-09-09 20:00:01,关于合肥合锻智能制造股份有限公司的问询函,SSE
345,603729.SSE,龙韵股份,问询函,2019-09-09 18:30:01,关于上海龙韵传媒集团股份有限公司的问询函,SSE
346,603156.SSE,养元饮品,定期报告事后审核意见函,2019-09-09 18:00:05,关于河北养元智汇饮品股份有限公司的定期报告事后审核意见函,SSE
347,600155.SSE,华创阳安,问询函,2019-09-09 17:50:01,关于华创阳安股份有限公司的问询函,SSE
348,603848.SSE,好太太,定期报告事后审核意见函,2019-09-09 17:10:01,关于广东好太太科技集团股份有限公司的定期报告事后审核意见函,SSE
349,600748.SSE,上实发展,定期报告事后审核意见函,2019-09-09 17:10:02,关于上海实业发展股份有限公司的定期报告事后审核意见函,SSE
350,603300.SSE,华铁科技,重大资产重组预案审核意见函,2019-09-06 20:20:01,关于浙江华铁建筑安全科技股份有限公司重大资产重组报告书（草案）信息披露的问询函,SSE
351,600661.SSE,昂立教育,问询函,2019-09-06 19:50:02,关于对上海新南洋昂立教育科技股份有限公司收购资产相关事项的问询函,SSE
352,603077.SSE,和邦生物,问询函,2019-09-06 19:50:02,关于四川和邦生物科技股份有限公司的问询函,SSE
353,600747.SSE,*ST大控,问询函,2019-09-05 23:20:01,关于大连大福控股股份有限公司的问询函,SSE
354,603706.SSE,东方环宇,重大资产重组预案审核意见函,2019-09-05 18:50:01,关于新疆东方环宇燃气股份有限公司的重大资产重组预案审核意见函,SSE
355,600821.SSE,津劝业,重大资产重组预案审核意见函,2019-09-05 18:10:01,关于天津劝业场（集团）股份有限公司的重大资产重组预案审核意见函,SSE
356,600267.SSE,海正药业,问询函,2019-09-04 22:20:01,关于浙江海正药业股份有限公司的问询函,SSE
357,600647.SSE,同达创业,重大资产重组预案审核意见函,2019-09-04 20:40:01,关于上海同达创业投资股份有限公司的重大资产重组预案审核意见函,SSE
358,603042.SSE,华脉科技,问询函,2019-09-04 19:20:01,关于南京华脉科技股份有限公司的问询函,SSE
359,603838.SSE,四通股份,问询函,2019-09-03 21:50:01,关于对广东四通集团股份有限公司非公开发行、出售资产等事项的问询函,SSE
360,600638.SSE,新黄浦,定期报告事后审核意见函,2019-09-03 20:20:01,关于上海新黄浦实业集团股份有限公司的定期报告事后审核意见函,SSE
361,600485.SSE,*ST信威,定期报告事后审核意见函,2019-08-31 17:10:03,关于北京信威科技集团股份有限公司的定期报告事后审核意见函,SSE
362,603816.SSE,顾家家居,定期报告事后审核意见函,2019-08-30 17:30:01,关于顾家家居股份有限公司的定期报告事后审核意见函,SSE
363,600781.SSE,辅仁药业,问询函,2019-08-31 01:40:32,关于对辅仁药业集团制药股份有限公司控股股东非经营性资金占用及违规担保事项的问询函,SSE
364,603315.SSE,福鞍股份,问询函,2019-08-28 19:30:01,关于辽宁福鞍重工股份有限公司的问询函,SSE
365,603185.SSE,上机数控,定期报告事后审核意见函,2019-08-28 18:20:01,关于无锡上机数控股份有限公司的定期报告事后审核意见函,SSE
366,600052.SSE,浙江广厦,问询函,2019-08-27 20:10:01,关于对浙江广厦股份有限公司计提信用减值损失事项的问询函,SSE
367,600655.SSE,豫园股份,问询函,2019-08-27 17:40:02,关于上海豫园旅游商城（集团）股份有限公司的问询函,SSE
368,600706.SSE,曲江文旅,定期报告事后审核意见函,2019-08-27 17:40:02,关于西安曲江文化旅游股份有限公司的2019年半年度报告事后审核意见函,SSE
369,600687.SSE,*ST刚泰,问询函,2019-08-26 22:20:01,关于甘肃刚泰控股（集团）股份有限公司的问询函,SSE
370,603011.SSE,合锻智能,问询函,2019-08-26 18:40:01,关于合肥合锻智能制造股份有限公司的问询函,SSE
371,600277.SSE,亿利洁能,问询函,2019-08-26 17:10:01,关于亿利洁能股份有限公司的问询函,SSE
372,603507.SSE,振江股份,定期报告事后审核意见函,2019-08-23 18:20:01,关于江苏振江新能源装备股份有限公司的定期报告事后审核意见函,SSE
373,600117.SSE,西宁特钢,重大资产重组预案审核意见函,2019-08-23 17:50:01,关于西宁特殊钢股份有限公司重大资产重组暨关联交易报告书（草案）信息披露的问询函,SSE
374,603880.SSE,南卫股份,重大资产重组预案审核意见函,2019-08-20 20:50:01,关于江苏南方卫材医药股份有限公司的重大资产重组预案信息披露的问询函,SSE
375,600647.SSE,同达创业,重大资产重组预案审核意见函,2019-08-20 20:10:01,关于上海同达创业投资股份有限公司发行股份购买资产暨关联交易预案信息披露的问询函,SSE
376,600747.SSE,*ST大控,定期报告事后审核意见函,2019-08-20 19:30:01,关于大连大福控股股份有限公司的定期报告事后审核意见函,SSE
377,600804.SSE,鹏博士,问询函,2019-08-19 21:40:01,关于鹏博士电信传媒集团股份有限公司的问询函,SSE
378,603926.SSE,铁流股份,问询函,2019-08-15 21:20:01,关于浙江铁流离合器股份有限公司的问询函,SSE
379,600483.SSE,福能股份,重大资产重组预案审核意见函,2019-08-15 18:00:01,关于福建福能股份有限公司的重大资产重组预案审核意见函,SSE
380,603706.SSE,东方环宇,重大资产重组预案审核意见函,2019-08-13 17:10:02,关于对新疆东方环宇燃气股份有限公司重大资产购买预案信息披露的问询函,SSE
381,603929.SSE,亚翔集成,定期报告事后审核意见函,2019-08-13 17:10:01,关于亚翔系统集成科技（苏州）股份有限公司的定期报告事后审核意见函,SSE
382,600306.SSE,商业城,重大资产重组预案审核意见函,2019-08-12 20:00:01,关于沈阳商业城股份有限公司的重大资产重组预案信息披露的二次问询函,SSE
383,601828.SSE,美凯龙,问询函,2019-08-09 18:20:01,关于红星美凯龙家居集团股份有限公司的问询函,SSE
384,600114.SSE,东睦股份,定期报告事后审核意见函,2019-08-09 18:10:01,关于东睦新材料集团股份有限公司的定期报告事后审核意见函,SSE
385,603088.SSE,宁波精达,问询函,2019-08-07 19:00:01,关于宁波精达成形装备股份有限公司的问询函,SSE
386,600300.SSE,维维股份,问询函,2019-08-07 18:00:01,关于维维食品饮料股份有限公司控制权变更的问询函,SSE
387,600893.SSE,航发动力,重大资产重组预案审核意见函,2019-08-02 19:35:57,关于对中国航发动力股份有限公司发行股份购买资产暨关联交易预案信息披露的问询函,SSE
388,600771.SSE,广誉远,问询函,2019-07-31 17:10:19,关于对广誉远中药股份有限公司签署合作框架协议相关事项的问询函,SSE
389,603603.SSE,博天环境,重大资产重组预案审核意见函,2019-07-30 18:40:01,关于博天环境集团股份有限公司的重大资产重组预案审核意见函,SSE
390,600179.SSE,ST安通,问询函,2019-07-29 18:50:01,关于安通控股股份有限公司的问询函,SSE
391,600416.SSE,湘电股份,问询函,2019-07-29 17:20:01,关于湘潭电机股份有限公司的问询函,SSE
392,600593.SSE,大连圣亚,问询函,2019-07-29 17:10:19,关于大连圣亚旅游控股股份有限公司相关股东增持事项的问询函,SSE
393,600179.SSE,ST安通,问询函,2019-07-26 19:20:23,关于安通控股股份有限公司的问询函,SSE
394,603966.SSE,法兰泰克,重大资产重组预案审核意见函,2019-07-26 19:10:01,关于法兰泰克重工股份有限公司的重大资产重组预案审核意见函,SSE
395,600306.SSE,商业城,重大资产重组预案审核意见函,2019-07-26 18:30:01,关于沈阳商业城股份有限公司的重大资产重组预案信息披露的问询函,SSE
396,600146.SSE,商赢环球,问询函,2019-07-25 18:00:01,关于商赢环球股份有限公司终止购买房产相关事项的二次问询函,SSE
397,600781.SSE,辅仁药业,问询函,2019-07-24 21:30:01,关于对辅仁药业集团制药股份有限公司权益分派相关重大事项的问询函,SSE
398,600055.SSE,万东医疗,问询函,2019-07-24 21:00:01,关于北京万东医疗科技股份有限公司的问询函,SSE
399,600828.SSE,茂业商业,问询函,2019-07-24 19:40:01,关于茂业商业股份有限公司的问询函,SSE
400,600086.SSE,东方金钰,问询函,2019-07-23 19:10:01,关于东方金钰股份有限公司开立票据相关事项的问询函,SSE
401,600608.SSE,ST沪科,重大资产重组预案审核意见函,2019-07-22 21:00:01,关于上海宽频科技股份有限公司的重大资产重组预案的二次问询函,SSE
402,603043.SSE,广州酒家,问询函,2019-07-22 20:40:01,关于广州酒家集团股份有限公司的问询函,SSE
403,600781.SSE,辅仁药业,问询函,2019-07-19 17:40:01,关于辅仁药业集团制药股份有限公司的问询函,SSE
404,600510.SSE,黑牡丹,重大资产重组预案审核意见函,2019-07-16 20:40:01,关于对黑牡丹（集团）股份有限公司支付现金、发行股份及可转换公司债券购买资产并募集配套资金预案的问询函,SSE
405,603080.SSE,新疆火炬,重大资产重组预案审核意见函,2019-07-15 21:00:01,关于新疆火炬燃气股份有限公司的重大资产重组预案审核意见函,SSE
406,600319.SSE,亚星化学,问询函,2019-07-15 18:50:01,关于潍坊亚星化学股份有限公司的问询函,SSE
407,603661.SSE,恒林股份,问询函,2019-07-15 17:30:01,关于浙江恒林椅业股份有限公司的问询函,SSE
408,600095.SSE,哈高科,重大资产重组预案审核意见函,2019-07-15 17:10:01,关于哈尔滨高科技(集团)股份有限公司的重大资产重组预案审核意见函,SSE
409,600844.SSE,丹化科技,重大资产重组预案审核意见函,2019-07-14 17:10:01,关于丹化化工科技股份有限公司的重大资产重组预案二次审核意见函,SSE
410,600634.SSE,*ST富控,重大资产重组预案审核意见函,2019-07-11 17:10:01,关于上海富控互动娱乐股份有限公司 的重大资产重组预案信息披露的问询函,SSE
411,600146.SSE,商赢环球,问询函,2019-07-10 19:40:01,关于对商赢环球股份有限公司终止购买房产相关事项的问询函,SSE
412,600410.SSE,华胜天成,问询函,2019-07-08 20:30:01,关于北京华胜天成科技股份有限公司的问询函,SSE
413,601777.SSE,力帆股份,问询函,2019-07-05 18:40:01,关于对力帆实业（集团）股份有限公司募集资金相关事项的问询函,SSE
414,600078.SSE,澄星股份,重大资产重组预案审核意见函,2019-07-05 19:35:14,关于江苏澄星磷化工股份有限公司的重大资产重组预案信息披露的问询函,SSE
415,600250.SSE,南纺股份,重大资产重组预案审核意见函,2019-07-04 17:10:01,关于南京纺织品进出口股份有限公司的重大资产重组预案信息披露的问询函,SSE
416,600487.SSE,亨通光电,重大资产重组预案审核意见函,2019-07-02 21:30:01,关于江苏亨通光电股份有限公司的重大资产重组预案信息披露的问询函,SSE
417,600353.SSE,旭光股份,重大资产重组预案审核意见函,2019-07-02 18:20:01,关于对成都旭光电子股份有限公司发行普通股和可转换公司债券及支付现金购买资产并募集配套资金暨关联交易预,SSE
418,600162.SSE,香江控股,问询函,2019-07-01 22:00:01,关于对深圳香江控股股份有限公司有关机构投资者调研事项的问询函,SSE
419,600416.SSE,湘电股份,问询函,2019-07-01 20:30:01,关于湘潭电机股份有限公司子公司涉及经济合同纠纷等事项的问询函,SSE
420,601886.SSE,江河集团,问询函,2019-07-01 19:30:01,关于江河创建集团股份有限公司的问询函,SSE
421,600844.SSE,丹化科技,重大资产重组预案审核意见函,2019-06-28 19:50:01,关于丹化化工科技股份有限公司的重大资产重组预案审核意见函,SSE
422,603298.SSE,杭叉集团,重大资产重组预案审核意见函,2019-06-27 19:00:01,关于对杭叉集团股份有限公司重大资产购买暨关联交易报告书（草案）信息披露的二次问询函,SSE
423,603300.SSE,华铁科技,问询函,2019-06-26 22:40:01,关于浙江华铁建筑安全科技股份有限公司的问询函,SSE
424,603111.SSE,康尼机电,问询函,2019-06-25 22:20:02,关于对南京康尼机电股份有限公司出售龙昕科技100%股权事项的问询函,SSE
425,600193.SSE,ST创兴,重大资产重组预案审核意见函,2019-06-25 21:30:01,关于上海创兴资源开发股份有限公司的重大资产重组预案审核意见函,SSE
426,600608.SSE,ST沪科,重大资产重组预案审核意见函,2019-06-21 19:40:01,关于上海宽频科技股份有限公司的重大资产重组预案信息披露问询函,SSE
427,600486.SSE,扬农化工,重大资产重组预案审核意见函,2019-06-21 19:00:01,关于江苏扬农化工股份有限公司的重大资产重组预案审核意见函,SSE
428,600811.SSE,东方集团,问询函,2019-06-21 18:10:01,关于东方集团股份有限公司的问询函,SSE
429,601099.SSE,太平洋,问询函,2019-06-20 20:30:01,关于太平洋证券股份有限公司的问询函,SSE
430,600126.SSE,杭钢股份,重大资产重组预案审核意见函,2019-06-19 17:10:35,关于杭州钢铁股份有限公司的重大资产重组预案信息披露的问询函,SSE
431,600277.SSE,亿利洁能,问询函,2019-06-18 17:50:01,关于亿利洁能股份有限公司的问询函,SSE
432,600105.SSE,永鼎股份,定期报告事后审核意见函,2019-06-18 17:10:01,关于江苏永鼎股份有限公司的定期报告事后审核意见函,SSE
433,603298.SSE,杭叉集团,重大资产重组预案审核意见函,2019-06-17 22:20:02,关于杭叉集团股份有限公司的重大资产重组预案审核意见函,SSE
434,603650.SSE,彤程新材,重大资产重组预案审核意见函,2019-06-17 22:20:02,关于彤程新材料集团股份有限公司的资产购买暨关联交易报告书(草案)信息披露审核意见函,SSE
435,600242.SSE,中昌数据,问询函,2019-06-13 18:50:01,关于中昌大数据股份有限公司的问询函,SSE
436,603185.SSE,上机数控,问询函,2019-06-12 19:00:01,关于无锡上机数控股份有限公司有关变更募集资金用途事项的问询函,SSE
437,603668.SSE,天马科技,重大资产重组预案审核意见函,2019-06-12 17:10:01,关于福建天马科技集团股份有限公司的重大资产重组草案审核意见函,SSE
438,603789.SSE,星光农机,问询函,2019-06-10 22:00:01,关于对星光农机股份有限公司控制权变更有关事项的问询函,SSE
439,600165.SSE,新日恒力,问询函,2019-06-10 19:40:01,关于宁夏新日恒力钢丝绳股份有限公司的问询函,SSE
440,600487.SSE,亨通光电,定期报告事后审核意见函,2019-06-10 19:30:01,关于江苏亨通光电股份有限公司的定期报告事后审核意见函,SSE
441,600834.SSE,申通地铁,重大资产重组预案审核意见函,2019-06-06 21:10:01,关于上海申通地铁股份有限公司的重大资产重组预案的问询函,SSE
442,600811.SSE,东方集团,定期报告事后审核意见函,2019-06-06 17:10:01,关于东方集团股份有限公司的定期报告事后审核二次问询函,SSE
443,600485.SSE,*ST信威,问询函,2019-06-05 23:00:01,关于北京信威科技集团股份有限公司担保履约等事项的问询函,SSE
444,600489.SSE,中金黄金,重大资产重组预案审核意见函,2019-06-05 18:30:01,关于中金黄金股份有限公司的重大资产重组预案审核意见函,SSE
445,600152.SSE,维科技术,问询函,2019-06-04 18:40:01,关于维科技术股份有限公司的问询函,SSE
446,600277.SSE,亿利洁能,重大资产重组预案审核意见函,2019-06-03 18:50:01,关于亿利洁能股份有限公司的重大资产重组预案审核意见函,SSE
447,600884.SSE,杉杉股份,定期报告事后审核意见函,2019-06-02 17:10:01,关于宁波杉杉股份有限公司的定期报告事后审核意见函,SSE
448,600446.SSE,金证股份,定期报告事后审核意见函,2019-05-31 22:40:01,关于深圳市金证科技股份有限公司的定期报告事后审核意见函,SSE
449,600352.SSE,浙江龙盛,定期报告事后审核意见函,2019-05-31 20:40:01,关于浙江龙盛集团股份有限公司的定期报告事后审核意见函,SSE
450,600804.SSE,鹏博士,定期报告事后审核意见函,2019-05-31 20:30:01,关于鹏博士电信传媒集团股份有限公司的定期报告事后审核意见函,SSE
451,600485.SSE,*ST信威,定期报告事后审核意见函,2019-05-31 20:00:01,关于北京信威科技集团股份有限公司的定期报告事后审核意见函,SSE
452,600278.SSE,东方创业,重大资产重组预案审核意见函,2019-05-31 17:10:03,关于东方国际创业股份有限公司的重大资产重组预案审核意见函,SSE
453,600070.SSE,浙江富润,定期报告事后审核意见函,2019-05-31 17:10:02,关于浙江富润股份有限公司的定期报告事后审核意见函,SSE
454,600300.SSE,维维股份,定期报告事后审核意见函,2019-05-31 17:10:02,关于维维食品饮料股份有限公司的2018年年度报告及2019年一季度报告事后审核意见函,SSE
455,600326.SSE,西藏天路,定期报告事后审核意见函,2019-05-30 17:10:02,关于西藏天路股份有限公司的定期报告事后审核意见函,SSE
456,600208.SSE,新湖中宝,定期报告事后审核意见函,2019-05-30 17:10:02,关于对新湖中宝股份有限公司2018年年度报告的事后审核问询函,SSE
457,600499.SSE,科达洁能,定期报告事后审核意见函,2019-05-30 17:10:02,关于广东科达洁能股份有限公司的定期报告事后审核意见函,SSE
458,600572.SSE,康恩贝,定期报告事后审核意见函,2019-05-29 19:50:01,关于浙江康恩贝制药股份有限公司的定期报告事后审核意见函,SSE
459,600280.SSE,中央商场,定期报告事后审核意见函,2019-05-29 17:10:19,关于南京中央商场（集团）股份有限公司的定期报告事后审核意见函,SSE
460,600361.SSE,华联综超,定期报告事后审核意见函,2019-05-29 17:10:19,关于北京华联综合超市股份有限公司的定期报告事后审核意见函,SSE
461,600239.SSE,云南城投,定期报告事后审核意见函,2019-05-29 17:10:19,关于对云南城投置业股份有限公司2018年年度报告的事后审核问询函,SSE
462,600512.SSE,腾达建设,定期报告事后审核意见函,2019-05-29 17:10:19,关于腾达建设集团股份有限公司的定期报告事后审核意见函,SSE
463,600410.SSE,华胜天成,定期报告事后审核意见函,2019-05-27 20:10:01,关于北京华胜天成科技股份有限公司的定期报告事后审核意见函,SSE
464,603980.SSE,吉华集团,定期报告事后审核意见函,2019-05-27 19:50:01,关于浙江吉华集团股份有限公司的定期报告事后审核意见函,SSE
465,603703.SSE,盛洋科技,定期报告事后审核意见函,2019-05-26 17:10:01,关于对浙江盛洋科技股份有限公司2018年年度报告的事后审核问询函,SSE
466,600577.SSE,精达股份,定期报告事后审核意见函,2019-05-26 17:10:01,关于对铜陵精达特种电磁线股份有限公司2018年年度报告的事后审核问询函,SSE
467,600145.SSE,*ST新亿,定期报告事后审核意见函,2019-05-24 21:40:01,关于新疆亿路万源实业投资控股股份有限公司的定期报告事后审核意见函,SSE
468,601113.SSE,华鼎股份,定期报告事后审核意见函,2019-05-24 21:20:01,关于义乌华鼎锦纶股份有限公司的定期报告事后审核意见函,SSE
469,603188.SSE,亚邦股份,定期报告事后审核意见函,2019-05-24 20:50:01,关于江苏亚邦染料股份有限公司的定期报告事后审核意见函,SSE
470,600289.SSE,*ST信通,定期报告事后审核意见函,2019-05-24 19:40:01,关于亿阳信通股份有限公司的定期报告事后审核意见函,SSE
471,600084.SSE,*ST中葡,定期报告事后审核意见函,2019-05-24 18:50:01,关于中信国安葡萄酒业股份有限公司的定期报告事后审核意见函,SSE
472,600811.SSE,东方集团,定期报告事后审核意见函,2019-05-24 18:50:02,关于东方集团股份有限公司的定期报告事后审核意见函,SSE
473,600711.SSE,盛屯矿业,定期报告事后审核意见函,2019-05-24 18:00:01,关于盛屯矿业集团股份有限公司2018年年度报告的问询函,SSE
474,600221.SSE,海航控股,定期报告事后审核意见函,2019-05-24 17:50:01,关于海南航空控股股份有限公司的定期报告事后审核意见函,SSE
475,603066.SSE,音飞储存,定期报告事后审核意见函,2019-05-24 17:50:02,关于南京音飞储存设备（集团）股份有限公司的定期报告事后审核意见函,SSE
476,600615.SSE,ST丰华,定期报告事后审核意见函,2019-05-24 17:40:01,关于上海丰华(集团）股份有限公司的定期报告事后审核意见函,SSE
477,603399.SSE,吉翔股份,定期报告事后审核意见函,2019-05-24 17:40:01,关于锦州吉翔钼业股份有限公司2018年年度报告的事后问询函,SSE
478,603008.SSE,喜临门,定期报告事后审核意见函,2019-05-24 17:10:01,关于喜临门家具股份有限公司的定期报告事后审核意见函,SSE
479,600090.SSE,同济堂,定期报告事后审核意见函,2019-05-23 19:40:01,关于新疆同济堂健康产业股份有限公司的定期报告事后审核意见函,SSE
480,600146.SSE,商赢环球,定期报告事后审核意见函,2019-05-23 18:10:01,关于商赢环球股份有限公司的定期报告事后审核意见函,SSE
481,600751.SSE,海航科技,定期报告事后审核意见函,2019-05-23 17:50:01,关于海航科技股份有限公司的定期报告事后审核意见函,SSE
482,600682.SSE,南京新百,定期报告事后审核意见函,2019-05-23 17:30:02,关于南京新街口百货商店股份有限公司的定期报告事后审核意见函,SSE
483,603101.SSE,汇嘉时代,定期报告事后审核意见函,2019-05-23 17:30:02,关于新疆汇嘉时代百货股份有限公司的定期报告事后审核意见函,SSE
484,601828.SSE,美凯龙,定期报告事后审核意见函,2019-05-23 17:20:01,关于红星美凯龙家居集团股份有限公司的定期报告事后审核意见函,SSE
485,601700.SSE,风范股份,定期报告事后审核意见函,2019-05-23 17:20:02,关于常熟风范电力设备股份有限公司的定期报告事后审核意见函,SSE
486,600295.SSE,鄂尔多斯,定期报告事后审核意见函,2019-05-23 17:10:20,关于内蒙古鄂尔多斯资源股份有限公司的定期报告事后审核意见函,SSE
487,603227.SSE,雪峰科技,定期报告事后审核意见函,2019-05-23 17:10:20,关于新疆雪峰科技（集团）股份有限公司的定期报告事后审核意见函,SSE
488,603567.SSE,珍宝岛,定期报告事后审核意见函,2019-05-23 17:10:20,关于黑龙江珍宝岛药业股份有限公司的定期报告事后审核意见函,SSE
489,603718.SSE,海利生物,定期报告事后审核意见函,2019-05-23 17:10:20,关于上海海利生物技术股份有限公司的定期报告事后审核意见函,SSE
490,603042.SSE,华脉科技,定期报告事后审核意见函,2019-05-22 19:30:01,关于南京华脉科技股份有限公司的定期报告事后审核意见函,SSE
491,600503.SSE,华丽家族,定期报告事后审核意见函,2019-05-22 17:10:01,关于华丽家族股份有限公司的定期报告事后审核意见函,SSE
492,601212.SSE,白银有色,定期报告事后审核意见函,2019-05-22 17:10:01,关于白银有色集团股份有限公司2018年年度报告的问询函,SSE
493,600175.SSE,美都能源,定期报告事后审核意见函,2019-05-21 20:30:01,关于美都能源股份有限公司的定期报告事后审核意见函,SSE
494,600069.SSE,银鸽投资,定期报告事后审核意见函,2019-05-21 19:50:01,关于河南银鸽实业投资股份有限公司的定期报告事后审核意见函,SSE
495,600496.SSE,精工钢构,定期报告事后审核意见函,2019-05-21 19:00:01,关于长江精工钢结构（集团）股份有限公司的定期报告事后审核意见函,SSE
496,603557.SSE,起步股份,重大资产重组预案审核意见函,2019-05-21 18:30:01,关于起步股份有限公司的重大资产重组预案审核意见函,SSE
497,600311.SSE,荣华实业,定期报告事后审核意见函,2019-05-21 17:40:01,关于甘肃荣华实业（集团）股份有限公司的定期报告事后审核意见函,SSE
498,600282.SSE,南钢股份,重大资产重组预案审核意见函,2019-05-21 17:10:01,关于南京钢铁股份有限公司的重大资产重组预案的问询函,SSE
499,600370.SSE,三房巷,重大资产重组预案审核意见函,2019-05-20 18:10:01,关于江苏三房巷实业股份有限公司的重大资产重组预案信息披露的问询函,SSE
500,600882.SSE,妙可蓝多,定期报告事后审核意见函,2019-05-20 17:10:33,关于上海妙可蓝多食品科技股份有限公司的定期报告事后审核意见函,SSE
501,603031.SSE,安德利,定期报告事后审核意见函,2019-05-20 17:10:33,关于安徽安德利百货股份有限公司的定期报告事后审核意见函,SSE
502,600297.SSE,广汇汽车,定期报告事后审核意见函,2019-05-17 20:30:01,关于广汇汽车服务集团股份公司的定期报告事后审核意见函,SSE
503,603959.SSE,百利科技,定期报告事后审核意见函,2019-05-17 20:10:01,关于湖南百利工程科技股份有限公司的定期报告事后审核意见函,SSE
504,600589.SSE,广东榕泰,定期报告事后审核意见函,2019-05-17 19:50:02,关于广东榕泰实业股份有限公司的定期报告事后审核意见函,SSE
505,600226.SSE,瀚叶股份,问询函,2019-05-17 19:50:02,关于浙江瀚叶股份有限公司控股股东股份冻结事项的问询函,SSE
506,601777.SSE,力帆股份,定期报告事后审核意见函,2019-05-17 19:00:01,关于对力帆实业（集团）股份有限公司2018年年度报告的事后审核问询函,SSE
507,600058.SSE,五矿发展,定期报告事后审核意见函,2019-05-17 18:30:04,关于五矿发展股份有限公司的定期报告事后审核意见函,SSE
508,603555.SSE,贵人鸟,定期报告事后审核意见函,2019-05-17 18:30:04,关于贵人鸟股份有限公司的定期报告事后审核意见函,SSE
509,600122.SSE,宏图高科,定期报告事后审核意见函,2019-05-17 18:30:03,关于江苏宏图高科技股份有限公司的定期报告事后审核意见函,SSE
510,603003.SSE,龙宇燃油,定期报告事后审核意见函,2019-05-17 18:30:04,关于上海龙宇燃油股份有限公司的定期报告事后审核意见函,SSE
511,603777.SSE,来伊份,定期报告事后审核意见函,2019-05-17 18:30:04,关于上海来伊份股份有限公司的定期报告事后审核意见函,SSE
512,600809.SSE,山西汾酒,定期报告事后审核意见函,2019-05-17 18:20:02,关于山西杏花村汾酒厂股份有限公司的定期报告事后审核意见函,SSE
513,600242.SSE,中昌数据,定期报告事后审核意见函,2019-05-17 18:20:02,关于中昌大数据股份有限公司的定期报告事后审核意见函,SSE
