,stock_identity,name,enquiry_date,enquiry_topic,enquiry_title,exchange
1532,600228.SSE,*ST昌九,问询函,2017-03-28 17:20:00,关于江西昌九生物化工股份有限公司的问询函,SSE
1533,600485.SSE,信威集团,问询函,2017-03-28 21:10:01,关于北京信威科技集团股份有限公司的问询函,SSE
1534,600604.SSE,市北高新,问询函,2017-03-28 17:30:00,关于上海市北高新股份有限公司的问询函,SSE
1535,600732.SSE,*ST新梅,定期报告事后审核意见函,2017-03-28 18:20:01,关于上海新梅置业股份有限公司的定期报告事后审核意见函,SSE
1536,603108.SSE,润达医疗,问询函,2017-03-28 19:40:01,关于上海润达医疗科技股份有限公司的问询函,SSE
1537,600512.SSE,腾达建设,问询函,2017-03-27 18:40:01,关于腾达建设集团股份有限公司的问询函,SSE
1538,600614.SSE,鹏起科技,定期报告事后审核意见函,2017-03-29 17:12:14,关于鹏起科技发展股份有限公司的定期报告事后审核意见函,SSE
1539,600671.SSE,天目药业,问询函,2017-03-27 20:10:01,关于杭州天目山药业股份有限公司的问询函,SSE
1540,600722.SSE,金牛化工,问询函,2017-03-27 20:30:01,关于河北金牛化工股份有限公司的问询函,SSE
1541,600828.SSE,茂业商业,定期报告事后审核意见函,2017-03-30 17:10:01,关于茂业商业股份有限公司的定期报告事后审核意见函,SSE
1542,603085.SSE,天成自控,问询函,2017-03-27 19:20:01,关于浙江天成自控股份有限公司的问询函,SSE
1543,603118.SSE,共进股份,问询函,2017-03-27 17:10:24,关于深圳市共进电子股份有限公司年度利润分配预案事项的问询函,SSE
1544,603131.SSE,上海沪工,问询函,2017-03-27 18:30:01,关于上海沪工焊接集团股份有限公司的问询函,SSE
1545,603588.SSE,高能环境,问询函,2017-03-27 20:10:01,关于北京高能时代环境技术股份有限公司的问询函,SSE
1546,603636.SSE,南威软件,定期报告事后审核意见函,2017-03-27 17:10:24,关于南威软件股份有限公司的定期报告事后审核意见函,SSE
1547,600358.SSE,国旅联合,重大资产重组预案审核意见函,2017-03-24 17:10:02,关于国旅联合股份有限公司的重大资产重组预案审核意见函,SSE
1548,603555.SSE,贵人鸟,重大资产重组预案审核意见函,2017-03-24 17:10:01,关于贵人鸟股份有限公司的重大资产重组预案审核意见函,SSE
1549,600636.SSE,三爱富,重大资产重组预案审核意见函,2017-11-20 13:38:30,关于对上海三爱富新材料股份有限公司重大资产购买及出售暨关联交易预案信息披露的二次问询函,SSE
1550,600875.SSE,东方电气,重大资产重组预案审核意见函,2017-11-20 13:39:08,关于对东方电气股份有限公司发行股份购买资产暨关联交易预案信息披露的问询函,SSE
1551,600161.SSE,天坛生物,重大资产重组预案审核意见函,2017-11-20 13:40:36,关于对北京天坛生物制品股份有限公司重大资产出售及购买暨关联交易草案信息披露的问询函,SSE
1552,600551.SSE,时代出版,重大资产重组预案审核意见函,2017-11-20 13:33:40,关于对时代出版传媒股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1553,600870.SSE,厦华电子,年报审核问询函,2017-03-13 09:59:04,关于对厦门华侨电子股份有限公司2016年年度报告的事后审核问询函,SSE
1554,600979.SSE,广安爱众,重大资产重组预案审核意见函,2017-11-20 13:42:25,关于对广安爱众股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1555,600152.SSE,维科精华,重大资产重组预案审核意见函,2017-11-20 13:43:50,关于对宁波维科精华集团股份有限公司重大资产重组草案的审核意见函,SSE
1556,600633.SSE,浙报传媒,重大资产重组预案审核意见函,2017-11-20 13:45:38,关于对浙报传媒集团股份有限公司重大资产出售暨关联交易预案信息披露的问询函,SSE
1557,603169.SSE,兰石重装,重大资产重组预案审核意见函,2017-11-20 13:44:56,关于对兰州兰石重型装备股份有限公司发行股份及支付现金购买资产预案信息披露的问询函,SSE
1558,600749.SSE,西藏旅游,年报审核问询函,2017-03-14 10:41:34,关于对西藏旅游股份有限公司2016年年度报告的事后审核问询函,SSE
1559,603986.SSE,兆易创新,重大资产重组预案审核意见函,2017-11-20 13:46:23,关于对北京兆易创新科技股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1560,600242.SSE,中昌数据,重大资产重组预案审核意见函,2017-11-20 13:47:01,关于对中昌大数据股份有限公司发行股份及支付现金购买资产暨关联交易预案信息披露的问询函,SSE
1561,600673.SSE,东阳光科,重大资产重组预案审核意见函,2017-11-20 13:47:56,关于对广东东阳光科技控股股份有限公司发行股份购买资产暨关联交易草案信息披露的问询函,SSE
1562,600876.SSE,洛阳玻璃,重大资产重组预案审核意见函,2017-11-20 13:33:20,关于对洛阳玻璃股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1563,600227.SSE,赤天化,年报审核问询函,2017-03-02 13:12:49,关于对贵州赤天化股份有限公司2016年年度报告的事后审核问询函,SSE
1564,603558.SSE,健盛集团,重大资产重组预案审核意见函,2017-11-20 13:49:25,关于对浙江健盛集团股份有限公司重大资产重组预案信息披露的问询函,SSE
1565,600359.SSE,新农开发,重大资产重组预案审核意见函,2017-11-20 13:38:01,关于对新疆塔里木农业综合开发股份有限公司重大资产出售预案信息披露的二次问询函,SSE
1566,600408.SSE,安泰集团,年报审核问询函,2017-02-20 18:24:10,关于对山西安泰集团股份有限公司2016年度报告的事后审核问询函,SSE
1567,600973.SSE,宝胜股份,重大资产重组预案审核意见函,2017-11-20 13:50:54,关于对宝胜科技创新股份有限公司重大资产购买预案信息披露的二次问询函,SSE
1568,600346.SSE,恒力股份,重大资产重组预案审核意见函,2017-11-20 13:28:28,关于对恒力石化股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的二次问询函,SSE
1569,600973.SSE,宝胜股份,重大资产重组预案审核意见函,2017-11-20 13:51:25,关于对宝胜科技创新股份有限公司重大资产购买预案信息披露的问询函,SSE
1570,600171.SSE,上海贝岭,重大资产重组预案审核意见函,2017-11-20 13:53:20,关于对上海贝岭股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,SSE
1571,603308.SSE,应流股份,重大资产重组预案审核意见函,2017-11-20 13:52:45,关于对安徽应流机电股份有限公司发行股份及支付现金购买资产草案信息披露的问询函,SSE
1572,600346.SSE,恒力股份,重大资产重组预案审核意见函,2017-11-20 13:52:02,关于对恒力石化股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1573,600359.SSE,新农开发,重大资产重组预案审核意见函,2017-11-20 13:53:54,关于对新疆塔里木农业综合开发股份有限公司重大资产出售预案信息披露的问询函,SSE
1574,600480.SSE,凌云股份,重大资产重组预案审核意见函,2017-11-20 13:34:38,关于对凌云工业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1575,600891.SSE,秋林集团,问询函,2017-01-04 11:03:18,关于对哈尔滨秋林集团股份有限公司信托理财事项的二次问询函,SSE
1576,600890.SSE,中房股份,问询函,2017-01-04 11:03:00,关于对中房置业股份有限公司权益变动有关事项的二次问询函,SSE
1577,600687.SSE,刚泰股份,并购重组审核意见函,2017-01-04 10:57:03,关于对甘肃刚泰控股（集团）股份有限公司发行股份购买资产并募集配套资金预案信息披露的问询函,SSE
1578,600626.SSE,申达股份,并购重组审核意见函,2017-01-04 10:58:17,关于对上海申达股份有限公司重大资产购买预案信息披露的问询函,SSE
1579,600499.SSE,科达洁能,问询函,2017-01-04 11:02:18,关于对广东科达洁能股份有限公司沈阳法库项目事项的问询函,SSE
1580,600696.SSE,匹凸匹,问询函,2017-01-04 11:01:55,关于对匹凸匹金融信息服务（上海）股份有限公司投资性房地产相关事项的问询函,SSE
1581,603077.SSE,和邦生物,问询函,2017-01-04 11:01:29,关于对四川和邦生物科技股份有限公司有关非公开发行碳纤维募投项目的问询函,SSE
1582,600891.SSE,秋林集团,问询函,2017-01-04 11:00:09,关于对哈尔滨秋林集团股份有限公司信托理财事项的问询函,SSE
1583,600189.SSE,吉林森工,并购重组审核意见函,2016-12-27 16:23:43,关于对吉林森林工业股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1584,600071.SSE,凤凰光学,并购重组审核意见函,2016-12-27 16:22:53,关于对凤凰光学股份有限公司发行股份购买资产预案信息披露的问询函,SSE
1585,600539.SSE,ST狮头,并购重组审核意见函,2016-12-27 16:22:27,关于对太原狮头水泥股份有限公司重大资产出售暨关联交易报告书（草案）信息披露的问询函,SSE
1586,600175.SSE,美都能源,并购重组审核意见函,2016-12-27 16:23:20,关于对美都能源股份有限公司重大资产购买报告书信息披露的问询函,SSE
1587,600663.SSE,陆家嘴,并购重组审核意见函,2016-12-27 16:22:03,关于对上海陆家嘴金融贸易区开发股份有限公司重大资产购买报告书（草案）信息披露的问询函,SSE
1588,600896.SSE,览海投资,并购重组审核意见函,2016-12-27 16:19:20,关于对览海医疗产业投资股份有限公司重大资产购买报告书（草案）信息披露的问询函,SSE
1589,603518.SSE,维格娜丝,并购重组审核意见函,2016-12-27 16:20:12,关于对维格娜丝时装股份有限公司重大资产购买预案信息披露的问询函,SSE
1590,600760.SSE,*ST黑豹,并购重组审核意见函,2016-12-27 16:20:38,关于对中航黑豹股份有限公司重大资产出售及发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1591,600139.SSE,西部资源,并购重组审核意见函,2016-12-27 16:21:09,关于对四川西部资源控股份有限公司重大资产出售报告书（草案）信息披露的问询函,SSE
1592,600021.SSE,上海电力,并购重组审核意见函,2016-12-27 16:21:34,关于对上海电力股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,SSE
1593,600675.SSE,*ST中企,并购重组审核意见函,2016-12-27 16:17:48,关于对中华企业股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,SSE
1594,600747.SSE,大连控股,监管工作函,2016-12-02 16:44:18,关于督促大连福控股份有限公司限期整改的监管工作函,SSE
1595,600760.SSE,*ST黑豹,并购重组审核意见函,2016-12-27 16:14:12,关于对中航黑豹股份有限公司重大资产出售暨关联交易报告书（草案）信息披露的问询函,SSE
1596,600255.SSE,鑫科材料,并购重组审核意见函,2016-12-27 16:14:44,关于对安徽鑫科新材料股份有限公司重大资产购买预案信息披露的问询函,SSE
1597,600764.SSE,中电广通,并购重组审核意见函,2016-12-27 16:15:15,中电广通股份有限公司重大资产出售及发行股份购买资产预案信息披露的问询函,SSE
1598,600319.SSE,*ST亚星,并购重组审核意见函,2016-12-27 16:16:00,关于对潍坊亚星化学股份有限公司重大资产出售暨关联交易报告书（草案）信息披露的问询函,SSE
1599,601727.SSE,上海电气,并购重组审核意见函,2016-12-27 16:16:24,关于对上海电气集团股份有限公司发行股份购买资产并募集配套资金暨关联交易报告书（草案）信息披露的问询函,SSE
1600,600069.SSE,银鸽投资,并购重组审核意见函,2016-12-27 16:17:20,关于对河南银鸽实业投资股份有限公司要约收购报告书摘要信息披露的问询函,SSE
1601,600621.SSE,华鑫股份,并购重组审核意见函,2016-12-27 16:16:49,关于对华鑫股份有限公司重大资产置换及发行股份购买资产并募集配套资金草案信息披露的问询函,SSE
1602,601900.SSE,南方传媒,并购重组审核意见函,2016-12-27 16:18:50,关于对南方出版传媒股份有限公司发行股份及支付现金购买资产并募集配套资金预案信息披露的问询函,SSE
1603,600242.SSE,中昌数据,并购重组审核意见函,2016-12-27 16:18:19,关于对中昌大数据股份有限公司重大资产出售暨关联交易报告书（草案）信息披露的问询函,SSE
1604,600021.SSE,上海电力,并购重组审核意见函,2016-12-27 16:19:46,关于对重大资产购买报告书的审核意见函,SSE
1605,600577.SSE,精达股份,并购重组审核意见函,2016-11-11 16:54:11,关于对铜陵精达特种电磁线股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的二次问询函,SSE
1606,600301.SSE,*ST南化,并购重组审核意见函,2016-11-11 16:48:25,关于对南宁化工股份有限公司重大资产出售暨关联交易报告书信息披露的问询函,SSE
1607,600545.SSE,新疆城建,并购重组审核意见函,2016-11-11 16:51:59,关于对新疆城建（集团）股份有限公司重大资产置换及发行股份购买资产暨关联交易预案信息披露的问询函,SSE
1608,600212.SSE,*ST江泉,并购重组审核意见函,2016-11-11 16:52:37,关于对山东江泉实业股份有限公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的三次问询函,SSE
1609,600636.SSE,三爱富,并购重组审核意见函,2016-10-28 13:04:28,关于对上海三爱富新材料股份有限公司重大资产购买及出售暨关联交易预案信息披露的问询函,SSE
1610,601789.SSE,宁波建工,并购重组审核意见函,2016-10-28 13:04:51,关于对宁波建工股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1611,600306.SSE,*ST商城,并购重组审核意见函,2016-10-28 13:05:39,关于对沈阳商业城股份有限公司重大资产出售预案信息披露的问询函,SSE
1612,600577.SSE,精达股份,并购重组审核意见函,2016-10-28 13:05:11,关于对铜陵精达特种电磁线股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1613,600209.SSE,罗顿发展,并购重组审核意见函,2016-10-28 13:06:14,关于对罗顿发展股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的三次问询函,SSE
1614,600759.SSE,洲际油气,并购重组审核意见函,2016-10-28 13:06:39,关于对洲际油气股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1615,603703.SSE,盛洋科技,并购重组审核意见函,2016-10-28 13:06:59,关于对浙江盛洋科技股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1616,600019.SSE,宝钢股份,并购重组审核意见函,2016-10-28 13:27:20,关于对宝山钢铁股份有限公司换股吸收合并武汉钢铁股份有限公司暨关联交易报告书（草案）信息披露的问询函,SSE
1617,600005.SSE,武钢股份,并购重组审核意见函,2016-10-28 13:27:31,关于对宝山钢铁股份有限公司换股吸收合并武汉钢铁股份有限公司暨关联交易报告书（草案）信息披露的问询函,SSE
1618,603883.SSE,老百姓,并购重组审核意见函,2016-10-28 13:24:51,关于对老百姓大药房股份有限公司重大资产购买暨关联交易报告书信息披露的问询函,SSE
1619,600898.SSE,三联商社,并购重组审核意见函,2016-10-28 13:27:47,关于对三联商社股份有限公司重大资产购买报告书（草案）的信息披露问询函,SSE
1620,600634.SSE,中技控股,并购重组审核意见函,2016-10-28 13:29:12,关于上海中技投资控股股份有限公司重大资产购买暨关联交易报告书（草案）的信息披露问询函,SSE
1621,600339.SSE,*ST天利,并购重组审核意见函,2016-10-28 13:28:34,关于对新疆独山子天利高新技术股份有限公司重大资产出售并发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1622,600209.SSE,罗顿发展,并购重组审核意见函,2016-10-28 13:29:36,关于对罗顿发展股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的二次问询函,SSE
1623,603025.SSE,大豪科技,并购重组审核意见函,2016-10-28 13:30:27,关于对北京大豪科技股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1624,600318.SSE,新力金融,并购重组审核意见函,2016-10-28 13:30:01,关于对安徽新力金融股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1625,600890.SSE,中房股份,并购重组审核意见函,2016-10-28 13:30:47,关于对中房置业股份有限公司重大资产置换及发行股份购买资产并募集配套资金暨关联交易报告书信息披露的二次问询函,SSE
1626,600576.SSE,万家文化,并购重组审核意见函,2016-09-02 18:39:30,关于对浙江万好万家文化股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的二次问询函,SSE
1627,600212.SSE,*ST江泉,并购重组审核意见函,2016-09-02 18:39:11,关于对山东江泉实业股份有限公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的二次问询函,SSE
1628,600896.SSE,中海海盛,并购重组审核意见函,2016-09-02 19:14:22,关于中海(海南)海盛船务股份有限公司重大资产出售暨关联交易（预案 ）的信息披露问询函,SSE
1629,600817.SSE,*ST宏盛,并购重组审核意见函,2016-09-02 18:38:27,关于对西安宏盛科技发展股份有限公司重大资产出售及购买报告书(草案) 信息披露的问询函,SSE
1630,600475.SSE,华光股份,并购重组审核意见函,2016-09-02 18:38:10,关于对无锡华光锅炉股份有限公司吸收合并无锡国联环保能源集团有限公司及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1631,600653.SSE,申华控股,并购重组审核意见函,2016-09-02 18:37:52,关于对上海申华控股股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1632,600629.SSE,华建集团,并购重组审核意见函,2016-09-02 18:36:50,关于对华东建筑集团股份有限公司发行股份购买资产并募集配套资金暨关联交易报告书的信息披露问询函,SSE
1633,600209.SSE,罗顿发展,并购重组审核意见函,2016-09-02 18:30:54,关于对罗顿发展股份有限公司发行股份及支付现金购买资产并募集配套暨关联预案信息披露的问询函,SSE
1634,600768.SSE,宁波富邦,并购重组审核意见函,2016-09-02 18:30:12,关于对宁波富邦精业集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的二次问询函,SSE
1635,603838.SSE,四通股份,并购重组审核意见函,2016-09-02 18:29:51,关于对广东四通集团股份有限公司发行股份购买资产暨关联交易预案信息披露的二次问询函,SSE
1636,600734.SSE,实达集团,并购重组审核意见函,2016-09-02 18:29:29,关于对福建实达集团股份有限公司重大资产购买预案信息披露的问询函,SSE
1637,600173.SSE,卧龙地产,并购重组审核意见函,2016-09-02 18:29:06,关于对卧龙地产集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1638,600640.SSE,号百控股,并购重组审核意见函,2016-09-02 18:28:49,关于对号百控股股份有限公司发行股份及支付现金购买资产暨关联交易预案信息披露的问询函,SSE
1639,600212.SSE,*ST江泉,并购重组审核意见函,2016-09-02 18:28:25,山东江泉实业股份有限公司重大资产置换、发行股份及支付现金购买资产并募集配套资金暨关联交易预案的信息披露问询函,SSE
1640,600576.SSE,万家文化,并购重组审核意见函,2016-09-02 18:28:07,关于对浙江万好万家文化股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1641,600455.SSE,博通股份,并购重组审核意见函,2016-09-02 18:20:05,关于对西安博通资讯股份有限公司发行股份购买资产暨关联交易预案的审核问询函,SSE
1642,600734.SSE,实达集团,并购重组审核意见函,2016-09-02 18:19:44,关于对福建实达集团股份有限公司发行股份及支付现金购买资产并募集配套暨关联报告书（草案）信息披露的问询函,SSE
1643,600139.SSE,西部资源,并购重组审核意见函,2016-09-02 18:19:25,关于对西部资源控股股份有限公司重大资产出售预案信息披露的问询函,SSE
1644,600654.SSE,中安消,并购重组审核意见函,2016-09-02 18:19:01,关于对中安消股份有限公司重大资产购买报告书（草案）信息披露的问询函,SSE
1645,600511.SSE,国药股份,并购重组审核意见函,2016-09-02 18:14:21,关于对国药集团药业股份有限公司发行股份并募集配套资金暨关联交易预案的审核问询函,SSE
1646,600408.SSE,安泰集团,并购重组审核意见函,2016-09-02 19:13:00,关于对山西安泰集团股份有限公司重大资产置换并发行及支付现金购买募配套暨关联预案信息披露的问询函,SSE
1647,600358.SSE,国旅联合,并购重组审核意见函,2016-09-02 18:09:17,关于对国旅联合股份有限公司发行股份及支付现金购买资产并配套募集资金报告书（草案）信息披露的问询函,SSE
1648,600768.SSE,宁波富邦,并购重组审核意见函,2016-09-02 18:08:05,关于宁波富邦精业集团股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1649,603838.SSE,四通股份,并购重组审核意见函,2016-09-02 18:05:57,关于对广东四通集团股份有限公司发行股份购买资产暨关联交易预案信息披露的问询函,SSE
1650,600751.SSE,天海投资,并购重组审核意见函,2016-09-02 18:04:41,关于对天津天海投资发展股份有限公司重大资产购买暨关联交易报告书信息披露的问询函,SSE
1651,603611.SSE,诺力股份,并购重组审核意见函,2016-09-02 18:02:19,关于对诺力机械股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1652,601168.SSE,西部矿业,并购重组审核意见函,2016-09-02 18:04:19,关于对西部矿业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1653,600113.SSE,浙江东日,并购重组审核意见函,2016-09-02 18:05:01,关于对浙江东日股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书信息披露的问询函,SSE
1654,600091.SSE,ST明科,并购重组审核意见函,2016-09-02 18:01:55,关于对包头明天科技股份有限公司重大资产出售报告书草案信息披露的问询函,SSE
1655,603808.SSE,歌力思,并购重组审核意见函,2016-09-02 18:06:58,关于对深圳歌力思服饰股份有限公司重大资产购买暨关联交易预案信息披露的问询函,SSE
1656,600539.SSE,狮头股份,并购重组审核意见函,2016-09-02 18:07:21,关于对太原狮头水泥股份有限公司重大资产出售及购买暨关联交易预案信息披露的问询函,SSE
1657,600035.SSE,楚天高速,并购重组审核意见函,2016-09-02 18:13:25,关于对湖北楚天高速股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）信息披露的问询函,SSE
1658,600738.SSE,兰州民百,并购重组审核意见函,2016-07-08 15:15:14,关于对兰州民百（集团）股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1659,600848.SSE,上海临港,并购重组审核意见函,2016-07-08 15:14:58,关于对上海临港控股股份有限公司发行股份购买资产并募集配套资金预案信息披露的问询函,SSE
1660,600571.SSE,信雅达,并购重组审核意见函,2016-06-20 16:17:11,关于对信雅达系统工程股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）信息披露的问询函,SSE
1661,600488.SSE,天药股份,并购重组审核意见函,2016-06-20 16:17:36,关于对天津天药药业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的补充问询函,SSE
1662,600488.SSE,天药股份,并购重组审核意见函,2016-06-20 16:17:53,关于对天津天药药业股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1663,600877.SSE,中国嘉陵,年报审核问询函,2016-06-06 10:08:26,关于对中国嘉陵工业股份有限公司（集团）2015年年度报告的事后审核问询函,SSE
1664,600545.SSE,新疆城建,年报审核问询函,2016-06-06 10:07:31,关于对新疆城建(集团)股份有限公司2015年年度报告的事后审核问询函,SSE
1665,601117.SSE,中国化学,年报审核问询函,2016-06-06 10:07:13,关于对中国化学工程股份有限公司2015年年度报告的事后审核问询函,SSE
1666,601618.SSE,中国中冶,年报审核问询函,2016-06-06 10:06:53,关于对中国冶金科工股份有限公司2015年年度报告的事后审核问询函,SSE
1667,601001.SSE,大同煤业,并购重组审核意见函,2016-06-20 16:16:53,关于对大同煤业股份有限公司重大资产出售暨关联交易报告书信息披露的问询函,SSE
1668,603936.SSE,博敏电子,年报审核问询函,2016-06-06 10:06:36,关于对博敏电子股份有限公司2015年年度报告的事后审核问询函,SSE
1669,600687.SSE,刚泰控股,年报审核问询函,2016-05-31 16:53:03,关于对甘肃刚泰控股（集团）股份有限公司2015年年度报告的事后审核意见函,SSE
1670,600485.SSE,信威集团,年报审核问询函,2016-05-31 16:53:18,关于对2015年北京信威通信科技集团股份有限公司年度报告的事后审核问询函,SSE
1671,600390.SSE,*ST金瑞,并购重组审核意见函,2016-06-20 16:18:14,关于对金瑞新材料科技股份有限公司发行股份购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1672,600363.SSE,联创光电,并购重组审核意见函,2016-06-20 16:18:32,关于对江西联创光电科技股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易预案信息披露的问询函,SSE
1673,600133.SSE,东湖高新,年报审核问询函,2016-05-27 16:53:17,关于对武汉东湖高新集团股份有限公司2015年年度报告的事后审核问询函,SSE
1674,600359.SSE,新农开发,年报审核问询函,2016-05-27 09:17:15,关于对新疆塔里木农业综合开发股份有限公司2015年年度报告的事后审核问询函,SSE
1675,600891.SSE,秋林集团,年报审核问询函,2016-05-27 09:17:33,关于对哈尔滨秋林集团股份有限公司2015年年度报告的事后审核问询函,SSE
1676,600806.SSE,昆明机床,年报审核问询函,2016-05-26 17:11:08,关于对沈机集团昆明机床股份有限公司2015年年度报告的事后审核问询函,SSE
1677,600175.SSE,美都能源,年报审核问询函,2016-05-26 09:18:17,关于对美都能源股份有限公司2015年年度报告的事后审核问询函,SSE
1678,600111.SSE,北方稀土,年报审核问询函,2016-05-26 09:18:10,关于对中国北方稀土(集团)高科技股份有限公司2015年年度报告的信息披露问询函,SSE
1679,600870.SSE,厦华电子,并购重组审核意见函,2016-05-27 16:57:38,关于对厦门华侨电子股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书的二次问询函,SSE
1680,603993.SSE,洛阳钼业,并购重组审核意见函,2016-05-27 16:58:00,关于对洛阳栾川钼业集团股份有限公司重大资产购买预案（收购境外铌磷业务）的信息披露问询函,SSE
1681,600117.SSE,西宁特钢,年报审核问询函,2016-05-20 18:47:42,关于对西宁特殊钢股份有限公司2015年度报告的事后审核问询函,SSE
1682,600526.SSE,菲达环保,年报审核问询函,2016-05-26 17:11:30,关于对2015年浙江菲达环保科技股份有限公司年度报告的事后审核问询函,SSE
1683,600281.SSE,太化股份,年报审核问询函,2016-05-19 09:17:29,关于对太原化工股份有限公司2015年年度报告的事后审核问询函,SSE
1684,603085.SSE,天成自控,年报审核问询函,2016-05-19 09:17:50,关于对贵州长征天成控股股份有限公司2015年年度报告的事后审核问询函,SSE
1685,600556.SSE,慧球科技,年报审核问询函,2016-06-06 10:08:11,关于对广西慧球科技股份有限公司2015年年度报告的事后审核问询函,SSE
1686,600677.SSE,航天通信,年报审核问询函,2016-05-26 17:09:27,关于对2015年航天通信控股集团股份有限公司年度报告的事后审核问询函,SSE
1687,600228.SSE,昌九生化,并购重组审核意见函,2016-05-27 16:55:13,关于对江西昌九生物化工股份有限公司重大资产重组预案信息披露的问询函,SSE
1688,600137.SSE,浪莎股份,年报审核问询函,2016-05-18 09:46:30,关于对四川浪莎控股股份有限公司2015年年度报告的事后审核意见函,SSE
1689,600749.SSE,西藏旅游,并购重组审核意见函,2016-05-27 16:56:43,关于对西藏旅游股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书（草案）信息披露的二次问询函,SSE
1690,600663.SSE,陆家嘴,并购重组审核意见函,2016-05-27 16:56:22,关于对上海陆家嘴金融贸易区开发股份有限公司重大资产购买暨关联交易预案信息披露的问询函,SSE
1691,600468.SSE,百利电气,并购重组审核意见函,2016-05-27 16:56:01,关于对天津百利特精电气股份有限公司重大资产购买报告书（草案）信息披露的问询函,SSE
1692,600371.SSE,万向德农,年报审核问询函,2016-05-18 09:46:10,关于对万向德农股份有限公司2015年年度报告的事后审核问询函,SSE
1693,600970.SSE,中材国际,年报审核问询函,2016-05-26 17:11:49,关于对2015年中材国际工程股份有限公司年度报告的事后审核问询函,SSE
1694,600097.SSE,开创国际,并购重组审核意见函,2016-05-27 16:53:42,关于对上海开创国际海洋资源股份有限公司重大资产购买报告书（草案）的问询函,SSE
1695,600478.SSE,科力远,年报审核问询函,2016-05-26 17:13:02,关于对湖南科力远新能源股份有限公司2015年年度报告的事后审核问询函,SSE
1696,600870.SSE,厦华电子,并购重组审核意见函,2016-05-27 16:57:02,关于对厦门华侨电子股份有限公司发行股份及支付现金购买资产并募集配套资金暨关联交易报告书的问询函,SSE
1697,600839.SSE,四川长虹,年报审核问询函,2016-05-26 17:12:30,关于对四川长虹电器股份有限公司2015年年度报告的事后审核问询函,SSE
