,gsdm,gsjc,fhrq,hjlb,ck,hfck
1005,000806,银河生物,2017-09-01,关注函,CDD00080642780.pdf,CDD00080642780834HF.pdf
1006,000409,山东地矿,2017-08-29,关注函,CDD00040942763.pdf,CDD00040942763827HF.pdf
1007,000007,全新好,2017-08-28,关注函,CDD00000742756.pdf,CDD00000742756828HF.pdf
1008,000716,黑芝麻,2017-08-28,许可类重组问询函,CDD00071642752.pdf,CDD00071642752826HF.pdf
1009,000706,瓦轴B,2017-08-28,关注函,CDD00070642758.pdf,CDD00070642758829HF.pdf
1010,000301,东方市场,2017-08-24,许可类重组问询函,CDD00030142751.pdf,CDD00030142751841HF.pdf
1011,000755,*ST三维,2017-08-23,关注函,CDD00075542679.pdf,CDD00075542679878HF.pdf
1012,000403,ST生化,2017-08-18,关注函,CDD00040342707.pdf,CDD00040342707823HF.pdf
1013,000693,*ST华泽,2017-08-18,关注函,CDD00069342708.pdf,CDD00069342708825HF.pdf
1014,000155,*ST川化,2017-08-17,非许可类重组问询函,CDD00015542696.pdf,CDD00015542696824HF.pdf
1015,000929,兰州黄河,2017-08-17,关注函,CDD00092942698.pdf,CDD00092942698837HF.pdf
1016,000760,斯太尔,2017-08-15,关注函,CDD00076042683.pdf,
1017,000700,模塑科技,2017-08-09,许可类重组问询函,CDD00070042660.pdf,CDD00070042660820HF.pdf
1018,000700,模塑科技,2017-08-09,许可类重组问询函,CDD00070042660.pdf,CDD00070042660819HF.pdf
1019,000518,四环生物,2017-08-09,关注函,CDD00051842649.pdf,CDD00051842649818HF.pdf
1020,000707,双环科技,2017-08-04,关注函,CDD00070742632.pdf,CDD00070742632814HF.pdf
1021,000422,湖北宜化,2017-08-04,关注函,CDD00042242631.pdf,CDD00042242631813HF.pdf
1022,000518,四环生物,2017-08-02,关注函,CDD00051842619.pdf,CDD00051842619817HF.pdf
1023,000682,东方电子,2017-07-31,许可类重组问询函,CDD00068242499.pdf,CDD00068242499815HF.pdf
1024,000622,恒立实业,2017-07-31,关注函,CDD00062242590.pdf,CDD00062242590816HF.pdf
1025,000673,当代东方,2017-07-27,许可类重组问询函,CDD00067342556.pdf,CDD00067342556822HF.pdf
1026,000409,山东地矿,2017-07-26,关注函,CDD00040942570.pdf,CDD00040942570809HF.pdf
1027,000557,西部创业,2017-07-25,关注函,CDD00055742565.pdf,CDD00055742565806HF.pdf
1028,000557,西部创业,2017-07-25,关注函,CDD00055742565.pdf,CDD00055742565805HF.pdf
1029,000592,平潭发展,2017-07-20,关注函,CDD00059242546.pdf,CDD00059242546804HF.pdf
1030,000048,康达尔,2017-07-20,关注函,CDD00004842552.pdf,CDD00004842552802HF.pdf
1031,000100,TCL 集团,2017-07-20,许可类重组问询函,CDD00010042541.pdf,CDD00010042541803HF.pdf
1032,000659,*ST中富,2017-07-20,关注函,CDD00065942545.pdf,CDD00065942545810HF.pdf
1033,000885,同力水泥,2017-07-13,非许可类重组问询函,CDD00088542507.pdf,CDD00088542507800HF.pdf
1034,000932,*ST华菱,2017-07-10,关注函,CDD00093242480.pdf,CDD00093242480792HF.pdf
1035,000932,*ST华菱,2017-07-10,关注函,CDD00093242480.pdf,CDD00093242480791HF.pdf
1036,000932,*ST华菱,2017-07-10,关注函,CDD00093242480.pdf,CDD00093242480790HF.pdf
1037,000611,*ST天首,2017-07-10,非许可类重组问询函,CDD00061142452.pdf,CDD00061142452787HF.pdf
1038,000887,中鼎股份,2017-07-09,关注函,CDD00088742459.pdf,CDD00088742459801HF.pdf
1039,000511,*ST烯碳,2017-07-07,关注函,CDD00051142456.pdf,CDD00051142456811HF.pdf
1040,000048,康达尔,2017-07-05,关注函,CDD00004842444.pdf,CDD00004842444786HF.pdf
1041,000048,康达尔,2017-07-05,关注函,CDD00004842444.pdf,CDD00004842444785HF.pdf
1042,000511,*ST烯碳,2017-07-04,年报问询函,CDD00051142441.pdf,CDD000511424411000HF.pdf
1043,000511,*ST烯碳,2017-07-03,关注函,CDD00051142437.pdf,CDD00051142437890HF.pdf
1044,000020,深华发Ａ,2017-07-03,非许可类重组问询函,CDD00002042421.pdf,
1045,000935,四川双马,2017-07-03,非许可类重组问询函,CDD00093542429.pdf,CDD00093542429835HF.pdf
1046,000403,ST生化,2017-07-03,关注函,CDD00040342417.pdf,CDD00040342417784HF.pdf
1047,000716,黑芝麻,2017-06-30,关注函,CDD00071642419.pdf,CDD00071642419778HF.pdf
1048,000990,诚志股份,2017-06-30,关注函,CDD00099042426.pdf,CDD00099042426783HF.pdf
1049,000755,*ST三维,2017-06-30,年报问询函,CDD00075542399.pdf,CDD00075542399797HF.pdf
1050,000403,ST生化,2017-06-28,关注函,CDD00040342384.pdf,CDD00040342384781HF.pdf
1051,000612,焦作万方,2017-06-28,年报问询函,CDD00061242394.pdf,CDD00061242394812HF.pdf
1052,000403,ST生化,2017-06-28,关注函,CDD00040342396.pdf,CDD00040342396780HF.pdf
1053,000168,舜喆B,2017-06-28,非许可类重组问询函,CDD00016842390.pdf,
1054,000939,凯迪生态,2017-06-28,关注函,CDD00093942387.pdf,CDD00093942387796HF.pdf
1055,000939,凯迪生态,2017-06-28,关注函,CDD00093942387.pdf,CDD00093942387795HF.pdf
1056,000939,凯迪生态,2017-06-28,关注函,CDD00093942387.pdf,CDD00093942387794HF.pdf
1057,000939,凯迪生态,2017-06-28,关注函,CDD00093942387.pdf,CDD00093942387793HF.pdf
1058,000939,凯迪生态,2017-06-28,关注函,CDD00093942387.pdf,CDD00093942387776HF.pdf
1059,000893,东凌国际,2017-06-28,关注函,CDD00089342391.pdf,CDD00089342391779HF.pdf
1060,000409,山东地矿,2017-06-26,年报问询函,CDD00040942378.pdf,CDD00040942378807HF.pdf
1061,000155,*ST川化,2017-06-26,关注函,CDD00015542369.pdf,CDD00015542369771HF.pdf
1062,000048,康达尔,2017-06-26,关注函,CDD00004842350.pdf,CDD00004842350775HF.pdf
1063,000048,康达尔,2017-06-26,关注函,CDD00004842350.pdf,CDD00004842350774HF.pdf
1064,000034,神州数码,2017-06-23,年报问询函,CDD00003442323.pdf,CDD00003442323782HF.pdf
1065,000629,*ST钒钛,2017-06-22,年报问询函,CDD00062942341.pdf,CDD00062942341799HF.pdf
1066,000916,华北高速,2017-06-20,许可类重组问询函,CDD00091642312.pdf,CDD00091642312770HF.pdf
1067,000939,凯迪生态,2017-06-19,关注函,CDD00093942253.pdf,CDD00093942253769HF.pdf
1068,000892,欢瑞世纪,2017-06-19,年报问询函,CDD00089242254.pdf,CDD00089242254773HF.pdf
1069,000048,康达尔,2017-06-15,关注函,CDD00004842222.pdf,CDD00004842222766HF.pdf
1070,000048,康达尔,2017-06-15,关注函,CDD00004842222.pdf,CDD00004842222765HF.pdf
1071,000923,河北宣工,2017-06-14,关注函,CDD00092342181.pdf,CDD00092342181764HF.pdf
1072,000821,京山轻机,2017-06-12,许可类重组问询函,CDD00082142118.pdf,CDD00082142118763HF.pdf
1073,000981,银亿股份,2017-06-11,许可类重组问询函,CDD00098142089.pdf,CDD00098142089758HF.pdf
1074,000693,*ST华泽,2017-06-07,关注函,CDD00069342040.pdf,CDD00069342040789HF.pdf
1075,000025,特  力Ａ,2017-06-07,年报问询函,CDD00002542058.pdf,CDD00002542058759HF.pdf
1076,000693,*ST华泽,2017-06-07,关注函,CDD00069342067.pdf,CDD00069342067867HF.pdf
1077,000662,天夏智慧,2017-06-06,年报问询函,CDD00066242036.pdf,CDD00066242036768HF.pdf
1078,000932,*ST华菱,2017-06-05,年报问询函,CDD00093242028.pdf,CDD00093242028761HF.pdf
1079,000932,*ST华菱,2017-06-05,年报问询函,CDD00093242028.pdf,CDD00093242028745HF.pdf
1080,000780,*ST平能,2017-06-05,年报问询函,CDD00078042021.pdf,CDD00078042021749HF.pdf
1081,000780,*ST平能,2017-06-05,年报问询函,CDD00078042021.pdf,CDD00078042021747HF.pdf
1082,000760,斯太尔,2017-06-05,关注函,CDD00076042006.pdf,CDD00076042006748HF.pdf
1083,000410,*ST沈机,2017-06-01,年报问询函,CDD00041041585.pdf,CDD00041041585760HF.pdf
1084,000982,*ST 中绒,2017-05-31,非许可类重组问询函,CDD00098241853.pdf,CDD00098241853757HF.pdf
1085,000018,神州长城,2017-05-31,年报问询函,CDD00001841921.pdf,CDD00001841921743HF.pdf
1086,000833,贵糖股份,2017-05-31,年报问询函,CDD00083341879.pdf,CDD00083341879762HF.pdf
1087,000820,神雾节能,2017-05-26,年报问询函,CDD00082041974.pdf,CDD00082041974738HF.pdf
1088,000693,*ST华泽,2017-05-26,关注函,CDD00069341941.pdf,CDD00069341941788HF.pdf
1089,000668,荣丰控股,2017-05-23,年报问询函,CDD00066841845.pdf,CDD00066841845752HF.pdf
1090,000632,三木集团,2017-05-23,年报问询函,CDD00063241826.pdf,CDD00063241826767HF.pdf
1091,000506,中润资源,2017-05-22,年报问询函,CDD00050641734.pdf,CDD00050641734753HF.pdf
1092,000760,斯太尔,2017-05-22,年报问询函,CDD00076041678.pdf,CDD00076041678744HF.pdf
1093,000533,万 家 乐,2017-05-22,关注函,CDD00053341804.pdf,CDD00053341804737HF.pdf
1094,000638,万方发展,2017-05-22,年报问询函,CDD00063841818.pdf,CDD00063841818741HF.pdf
1095,000979,中弘股份,2017-05-19,非许可类重组问询函,CDD00097941760.pdf,CDD00097941760751HF.pdf
1096,000716,黑芝麻,2017-05-19,许可类重组问询函,CDD00071641778.pdf,CDD00071641778821HF.pdf
1097,000609,绵石投资,2017-05-17,年报问询函,CDD00060941754.pdf,CDD00060941754727HF.pdf
1098,000750,国海证券,2017-05-17,年报问询函,CDD00075041746.pdf,CDD00075041746715HF.pdf
1099,000007,全新好,2017-05-17,年报问询函,CDD00000741737.pdf,CDD00000741737798HF.pdf
1100,000950,*ST建峰,2017-05-15,年报问询函,CDD00095041541.pdf,CDD00095041541735HF.pdf
1101,000893,东凌国际,2017-05-15,关注函,CDD00089341692.pdf,CDD00089341692734HF.pdf
1102,000893,东凌国际,2017-05-15,关注函,CDD00089341692.pdf,CDD00089341692733HF.pdf
1103,000048,康达尔,2017-05-15,年报问询函,CDD00004841677.pdf,CDD00004841677711HF.pdf
1104,000585,东北电气,2017-05-15,年报问询函,CDD00058541669.pdf,CDD00058541669722HF.pdf
1105,000635,英 力 特,2017-05-14,关注函,CDD00063541700.pdf,CDD00063541700719HF.pdf
1106,000635,英 力 特,2017-05-14,关注函,CDD00063541700.pdf,CDD00063541700718HF.pdf
1107,000635,英 力 特,2017-05-14,关注函,CDD00063541700.pdf,CDD00063541700717HF.pdf
1108,000635,英 力 特,2017-05-14,关注函,CDD00063541700.pdf,CDD00063541700713HF.pdf
1109,000995,*ST皇台,2017-05-13,年报问询函,CDD00099541663.pdf,CDD00099541663754HF.pdf
1110,000659,*ST中富,2017-05-12,年报问询函,CDD00065941636.pdf,CDD00065941636721HF.pdf
1111,000659,*ST中富,2017-05-12,年报问询函,CDD00065941636.pdf,CDD00065941636720HF.pdf
1112,000150,宜华健康,2017-05-12,年报问询函,CDD00015041629.pdf,CDD00015041629740HF.pdf
1113,000972,*ST中基,2017-05-12,年报问询函,CDD00097241577.pdf,CDD00097241577746HF.pdf
1114,000798,中水渔业,2017-05-12,年报问询函,CDD00079841575.pdf,CDD00079841575772HF.pdf
1115,000656,金科股份,2017-05-12,年报问询函,CDD00065641588.pdf,CDD00065641588723HF.pdf
1116,000615,京汉股份,2017-05-12,年报问询函,CDD00061541596.pdf,CDD00061541596712HF.pdf
1117,000595,*ST宝实,2017-05-11,关注函,CDD00059541614.pdf,CDD00059541614729HF.pdf
1118,000897,津滨发展,2017-05-11,年报问询函,CDD00089741422.pdf,CDD00089741422739HF.pdf
1119,000809,*ST新城,2017-05-11,年报问询函,CDD00080941467.pdf,CDD00080941467709HF.pdf
1120,000613,*ST东海A,2017-05-11,年报问询函,CDD00061341647.pdf,CDD00061341647732HF.pdf
1121,000893,东凌国际,2017-05-11,关注函,CDD00089341627.pdf,CDD00089341627726HF.pdf
1122,000893,东凌国际,2017-05-11,关注函,CDD00089341626.pdf,CDD00089341626725HF.pdf
1123,000893,东凌国际,2017-05-11,关注函,CDD00089341625.pdf,CDD00089341625724HF.pdf
1124,000760,斯太尔,2017-05-11,关注函,CDD00076041655.pdf,CDD00076041655714HF.pdf
1125,000813,德展健康,2017-05-11,年报问询函,CDD00081341601.pdf,CDD00081341601708HF.pdf
1126,000829,天音控股,2017-05-09,许可类重组问询函,CDD00082941611.pdf,CDD00082941611702HF.pdf
1127,000693,*ST华泽,2017-05-08,年报问询函,CDD00069341581.pdf,
1128,000611,*ST天首,2017-05-08,年报问询函,CDD00061141589.pdf,CDD00061141589736HF.pdf
1129,000982,中银绒业,2017-05-05,年报问询函,CDD00098241509.pdf,CDD00098241509756HF.pdf
1130,000403,ST生化,2017-05-05,年报问询函,CDD00040341555.pdf,CDD00040341555742HF.pdf
1131,000017,深中华A,2017-05-05,年报问询函,CDD00001741579.pdf,CDD00001741579716HF.pdf
1132,000609,绵石投资,2017-05-05,关注函,CDD00060941539.pdf,CDD00060941539694HF.pdf
1133,000691,ST亚太,2017-05-05,年报问询函,CDD00069141493.pdf,CDD00069141493839HF.pdf
1134,000505,*ST珠江,2017-05-05,年报问询函,CDD00050541490.pdf,CDD00050541490710HF.pdf
1135,000633,*ST合金,2017-05-05,年报问询函,CDD00063341569.pdf,CDD00063341569704HF.pdf
1136,000656,金科股份,2017-05-03,关注函,CDD00065641523.pdf,CDD00065641523693HF.pdf
1137,000968,*ST煤气,2017-05-03,年报问询函,CDD00096841530.pdf,CDD00096841530689HF.pdf
1138,000468,*ST宁通B,2017-05-03,关注函,CDD00046841494.pdf,CDD00046841494697HF.pdf
1139,000693,*ST华泽,2017-05-02,关注函,CDD00069341506.pdf,CDD00069341506728HF.pdf
1140,000913,*ST钱江,2017-05-02,年报问询函,CDD00091341507.pdf,CDD00091341507698HF.pdf
1141,000939,凯迪生态,2017-04-28,年报问询函,CDD00093941461.pdf,CDD00093941461750HF.pdf
1142,000939,凯迪生态,2017-04-28,年报问询函,CDD00093941461.pdf,CDD00093941461686HF.pdf
1143,000611,*ST天首,2017-04-28,非许可类重组问询函,CDD00061141471.pdf,CDD00061141471777HF.pdf
1144,000155,*ST川化,2017-04-28,关注函,CDD00015541470.pdf,CDD00015541470688HF.pdf
1145,000706,*ST瓦轴B,2017-04-27,年报问询函,CDD00070641431.pdf,CDD00070641431699HF.pdf
1146,000723,美锦能源,2017-04-27,关注函,CDD00072341429.pdf,CDD00072341429690HF.pdf
1147,000723,美锦能源,2017-04-27,关注函,CDD00072341429.pdf,CDD00072341429680HF.pdf
1148,000033,*ST新都,2017-04-26,公司部函,CDD00003341430.pdf,CDD00003341430682HF.pdf
1149,000803,*ST金宇,2017-04-26,年报问询函,CDD00080341428.pdf,CDD00080341428691HF.pdf
1150,000622,*ST恒立,2017-04-26,年报问询函,CDD00062241385.pdf,CDD00062241385683HF.pdf
1151,000953,*ST河化,2017-04-26,非许可类重组问询函,CDD00095341414.pdf,
1152,000591,太阳能,2017-04-26,年报问询函,CDD00059141420.pdf,CDD00059141420687HF.pdf
1153,000912,泸天化,2017-04-26,年报问询函,CDD00091241394.pdf,CDD00091241394701HF.pdf
1154,000692,惠天热电,2017-04-25,关注函,CDD00069241382.pdf,CDD00069241382672HF.pdf
1155,000010,美丽生态,2017-04-25,年报问询函,CDD00001041391.pdf,CDD00001041391695HF.pdf
1156,000007,全新好,2017-04-25,关注函,CDD00000741376.pdf,CDD00000741376684HF.pdf
1157,000068,华控赛格,2017-04-25,年报问询函,CDD00006841364.pdf,CDD00006841364685HF.pdf
1158,000691,ST亚太,2017-04-25,关注函,CDD00069141359.pdf,
1159,000504,*ST生物,2017-04-24,年报问询函,CDD00050441395.pdf,CDD00050441395696HF.pdf
1160,000927,一汽夏利,2017-04-24,年报问询函,CDD00092741317.pdf,CDD00092741317700HF.pdf
1161,000959,首钢股份,2017-04-24,年报问询函,CDD00095941343.pdf,CDD00095941343674HF.pdf
1162,000595,*ST宝实,2017-04-24,年报问询函,CDD00059541268.pdf,CDD00059541268730HF.pdf
1163,000887,中鼎股份,2017-04-24,关注函,CDD00088741366.pdf,CDD00088741366670HF.pdf
1164,000468,*ST宁通B,2017-04-24,关注函,CDD00046841397.pdf,CDD00046841397673HF.pdf
1165,000408,*ST金源,2017-04-21,年报问询函,CDD00040841358.pdf,CDD00040841358706HF.pdf
1166,000831,*ST五稀,2017-04-21,年报问询函,CDD00083141360.pdf,CDD00083141360677HF.pdf
1167,000697,炼石有色,2017-04-20,非许可类重组问询函,CDD00069741340.pdf,CDD00069741340678HF.pdf
1168,000408,*ST金源,2017-04-19,关注函,CDD00040841337.pdf,CDD00040841337705HF.pdf
1169,000933,*ST神火,2017-04-18,年报问询函,CDD00093341320.pdf,CDD00093341320671HF.pdf
1170,000982,中银绒业,2017-04-18,关注函,CDD00098241280.pdf,CDD00098241280669HF.pdf
1171,000682,东方电子,2017-04-17,许可类重组问询函,CDD00068241314.pdf,CDD00068241314808HF.pdf
1172,000040,东旭蓝天,2017-04-14,关注函,CDD00004041252.pdf,CDD00004041252707HF.pdf
1173,000912,泸天化,2017-04-13,关注函,CDD00091241273.pdf,CDD00091241273667HF.pdf
1174,000800,一汽轿车,2017-04-13,年报问询函,CDD00080041254.pdf,CDD00080041254679HF.pdf
1175,000881,中广核技,2017-04-13,关注函,CDD00088141267.pdf,CDD00088141267668HF.pdf
1176,000520,长航凤凰,2017-04-12,关注函,CDD00052041251.pdf,CDD00052041251703HF.pdf
1177,000557,西部创业,2017-04-11,年报问询函,CDD00055741219.pdf,CDD00055741219676HF.pdf
1178,000797,中国武夷,2017-04-11,关注函,CDD00079741222.pdf,CDD00079741222665HF.pdf
1179,000557,西部创业,2017-04-11,关注函,CDD00055741202.pdf,CDD00055741202675HF.pdf
1180,000792,盐湖股份,2017-04-10,关注函,CDD00079241213.pdf,CDD00079241213657HF.pdf
1181,000893,东凌国际,2017-04-07,关注函,CDD00089341125.pdf,CDD00089341125664HF.pdf
1182,000037,*ST南电A,2017-04-06,年报问询函,CDD00003741169.pdf,CDD00003741169658HF.pdf
1183,000711,京蓝科技,2017-04-06,关注函,CDD00071141157.pdf,CDD00071141157663HF.pdf
1184,000958,东方能源,2017-03-31,关注函,CDD00095841133.pdf,CDD00095841133655HF.pdf
1185,000829,天音控股,2017-03-29,许可类重组问询函,CDD00082941104.pdf,CDD00082941104659HF.pdf
1186,000520,长航凤凰,2017-03-29,年报问询函,CDD00052041098.pdf,CDD00052041098666HF.pdf
1187,000511,*ST烯碳,2017-03-27,关注函,CDD00051141079.pdf,CDD00051141079661HF.pdf
1188,000795,英洛华,2017-03-27,年报问询函,CDD00079541066.pdf,CDD00079541066651HF.pdf
1189,000792,盐湖股份,2017-03-27,关注函,CDD00079241078.pdf,CDD00079241078662HF.pdf
1190,000710,*ST天仪,2017-03-27,年报问询函,CDD00071041070.pdf,CDD00071041070649HF.pdf
1191,000975,银泰资源,2017-03-27,许可类重组问询函,CDD00097541031.pdf,CDD00097541031652HF.pdf
1192,000407,胜利股份,2017-03-27,关注函,CDD00040741036.pdf,CDD00040741036660HF.pdf
1193,000922,佳电股份,2017-03-26,年报问询函,CDD00092241024.pdf,CDD00092241024656HF.pdf
1194,000856,*ST冀装,2017-03-25,年报问询函,CDD00085641030.pdf,CDD00085641030653HF.pdf
1195,000509,华塑控股,2017-03-25,关注函,CDD00050941050.pdf,CDD00050941050648HF.pdf
1196,000413,东旭光电,2017-03-24,许可类重组问询函,CDD00041341037.pdf,CDD00041341037643HF.pdf
1197,000717,*ST韶钢,2017-03-24,年报问询函,CDD00071741014.pdf,CDD00071741014645HF.pdf
1198,000586,汇源通信,2017-03-20,关注函,CDD00058641012.pdf,CDD00058641012644HF.pdf
1199,000962,*ST东钽,2017-03-20,关注函,CDD00096241002.pdf,CDD00096241002650HF.pdf
1200,000670,*ST盈方,2017-03-17,年报问询函,CDD00067040996.pdf,CDD00067040996642HF.pdf
1201,000903,云内动力,2017-03-16,许可类重组问询函,CDD00090340984.pdf,CDD00090340984638HF.pdf
1202,000953,*ST河化,2017-03-16,年报问询函,CDD00095340959.pdf,CDD00095340959654HF.pdf
1203,000584,友利控股,2017-03-16,非许可类重组问询函,CDD00058440980.pdf,CDD00058440980647HF.pdf
1204,000050,深天马Ａ,2017-03-15,许可类重组问询函,CDD00005040990.pdf,CDD00005040990639HF.pdf
1205,000509,华塑控股,2017-03-15,年报问询函,CDD00050940970.pdf,CDD00050940970641HF.pdf
1206,000409,山东地矿,2017-03-14,关注函,CDD00040940974.pdf,CDD00040940974636HF.pdf
1207,000659,珠海中富,2017-03-13,关注函,CDD00065940965.pdf,CDD00065940965646HF.pdf
1208,000560,昆百大Ａ,2017-03-09,许可类重组问询函,CDD00056040935.pdf,CDD00056040935640HF.pdf
1209,000711,京蓝科技,2017-03-06,许可类重组问询函,CDD00071140916.pdf,CDD00071140916633HF.pdf
1210,000017,深中华A,2017-03-06,关注函,CDD00001740917.pdf,CDD00001740917731HF.pdf
1211,000677,恒天海龙,2017-03-06,年报问询函,CDD00067740881.pdf,CDD00067740881637HF.pdf
1212,000902,新洋丰,2017-03-06,关注函,CDD00090240899.pdf,CDD00090240899630HF.pdf
1213,000606,*ST易桥,2017-03-03,年报问询函,CDD00060640883.pdf,CDD00060640883632HF.pdf
1214,000601,韶能股份,2017-03-03,关注函,CDD00060140908.pdf,CDD00060140908629HF.pdf
1215,000806,银河生物,2017-03-01,关注函,CDD00080640888.pdf,CDD00080640888631HF.pdf
1216,000893,东凌国际,2017-03-01,关注函,CDD00089340887.pdf,CDD00089340887628HF.pdf
1217,000693,ST华泽,2017-03-01,关注函,CDD00069340884.pdf,CDD00069340884868HF.pdf
1218,000885,同力水泥,2017-02-27,关注函,CDD00088540870.pdf,CDD00088540870635HF.pdf
1219,000601,韶能股份,2017-02-27,关注函,CDD00060140876.pdf,CDD00060140876627HF.pdf
1220,000048,康达尔,2017-02-22,关注函,CDD00004840846.pdf,CDD00004840846626HF.pdf
1221,000903,云内动力,2017-02-22,关注函,CDD00090340847.pdf,CDD00090340847623HF.pdf
1222,000651,格力电器,2017-02-21,关注函,CDD00065140839.pdf,CDD00065140839625HF.pdf
1223,000612,焦作万方,2017-02-14,关注函,CDD00061240809.pdf,CDD00061240809619HF.pdf
1224,000622,*ST恒立,2017-02-14,关注函,CDD00062240805.pdf,CDD00062240805624HF.pdf
1225,000693,ST华泽,2017-02-14,关注函,CDD00069340806.pdf,CDD00069340806634HF.pdf
1226,000982,中银绒业,2017-02-13,关注函,CDD00098240803.pdf,CDD00098240803621HF.pdf
1227,000692,惠天热电,2017-02-10,关注函,CDD00069240788.pdf,CDD00069240788622HF.pdf
1228,000837,秦川机床,2017-02-10,关注函,CDD00083740793.pdf,CDD00083740793618HF.pdf
1229,000887,中鼎股份,2017-02-09,非许可类重组问询函,CDD00088740777.pdf,CDD00088740777617HF.pdf
1230,000885,同力水泥,2017-02-09,关注函,CDD00088540785.pdf,CDD00088540785616HF.pdf
1231,000662,天夏智慧,2017-02-03,非许可类重组问询函,CDD00066240754.pdf,CDD00066240754692HF.pdf
1232,000533,万 家 乐,2017-01-26,关注函,CDD00053340741.pdf,CDD00053340741613HF.pdf
1233,000511,*ST烯碳,2017-01-26,关注函,CDD00051140725.pdf,CDD00051140725620HF.pdf
1234,000638,万方发展,2017-01-25,非许可类重组问询函,CDD00063840748.pdf,CDD00063840748614HF.pdf
1235,000168,舜喆B,2017-01-25,关注函,CDD00016840743.pdf,CDD00016840743611HF.pdf
1236,000993,闽东电力,2017-01-25,关注函,CDD00099340745.pdf,CDD00099340745612HF.pdf
1237,000885,同力水泥,2017-01-25,关注函,CDD00088540735.pdf,CDD00088540735615HF.pdf
1238,000995,*ST皇台,2017-01-20,关注函,CDD00099540713.pdf,CDD00099540713607HF.pdf
1239,000782,美达股份,2017-01-20,关注函,CDD00078240711.pdf,CDD00078240711610HF.pdf
1240,000693,ST华泽,2017-01-19,关注函,CDD00069340701.pdf,CDD00069340701869HF.pdf
1241,000603,盛达矿业,2017-01-17,关注函,CDD00060340691.pdf,CDD00060340691603HF.pdf
1242,000767,漳泽电力,2017-01-16,关注函,CDD00076740687.pdf,CDD00076740687597HF.pdf
1243,000671,阳 光 城,2017-01-13,非许可类重组问询函,CDD00067140671.pdf,CDD00067140671605HF.pdf
1244,000518,四环生物,2017-01-13,关注函,CDD00051840669.pdf,CDD00051840669600HF.pdf
1245,000511,*ST烯碳,2017-01-10,关注函,CDD00051140643.pdf,CDD00051140643606HF.pdf
1246,000939,凯迪生态,2017-01-10,关注函,CDD00093940649.pdf,CDD00093940649593HF.pdf
1247,000996,中国中期,2017-01-09,关注函,CDD00099640642.pdf,CDD00099640642596HF.pdf
1248,000565,渝三峡Ａ,2017-01-05,关注函,CDD00056540629.pdf,CDD00056540629588HF.pdf
1249,000691,ST亚太,2017-01-05,关注函,CDD00069140621.pdf,CDD00069140621595HF.pdf
1250,000803,金宇车城,2017-01-05,许可类重组问询函,CDD00080340618.pdf,CDD00080340618602HF.pdf
1251,000584,友利控股,2017-01-03,关注函,CDD00058440611.pdf,CDD00058440611592HF.pdf
1252,000612,焦作万方,2017-01-03,关注函,CDD00061240616.pdf,CDD00061240616582HF.pdf
1253,000506,中润资源,2017-01-03,关注函,CDD00050640579.pdf,CDD00050640579594HF.pdf
1254,000995,*ST皇台,2017-01-03,关注函,CDD00099540573.pdf,CDD00099540573755HF.pdf
1255,000987,越秀金控,2017-01-03,许可类重组问询函,CDD00098740608.pdf,CDD00098740608586HF.pdf
1256,000531,穗恒运Ａ,2017-01-03,非许可类重组问询函,CDD00053140604.pdf,CDD00053140604585HF.pdf
1257,000677,恒天海龙,2016-12-30,关注函,CDD00067740596.pdf,CDD00067740596591HF.pdf
1258,000677,恒天海龙,2016-12-30,关注函,CDD00067740596.pdf,CDD00067740596590HF.pdf
1259,000677,恒天海龙,2016-12-30,关注函,CDD00067740591.pdf,CDD00067740591589HF.pdf
1260,000048,康达尔,2016-12-29,关注函,CDD00004840589.pdf,CDD00004840589584HF.pdf
1261,000408,*ST金源,2016-12-28,关注函,CDD00040840562.pdf,CDD00040840562587HF.pdf
1262,000595,宝塔实业,2016-12-28,关注函,CDD00059540565.pdf,CDD00059540565601HF.pdf
1263,000803,金宇车城,2016-12-26,关注函,CDD00080340544.pdf,CDD00080340544578HF.pdf
1264,000547,航天发展,2016-12-22,许可类重组问询函,CDD00054740531.pdf,CDD00054740531577HF.pdf
1265,000677,恒天海龙,2016-12-21,关注函,CDD00067740518.pdf,CDD00067740518576HF.pdf
1266,000982,中银绒业,2016-12-20,关注函,CDD00098240507.pdf,CDD00098240507580HF.pdf
1267,000415,渤海金控,2016-12-20,非许可类重组问询函,CDD00041540516.pdf,CDD00041540516566HF.pdf
1268,000054,建摩B,2016-12-16,关注函,CDD00005440480.pdf,CDD00005440480569HF.pdf
1269,000750,国海证券,2016-12-15,关注函,CDD00075040492.pdf,CDD00075040492608HF.pdf
1270,000511,*ST烯碳,2016-12-13,关注函,CDD00051140473.pdf,CDD00051140473572HF.pdf
1271,000661,长春高新,2016-12-13,关注函,CDD00066140467.pdf,CDD00066140467570HF.pdf
1272,000048,康达尔,2016-12-13,关注函,CDD00004840471.pdf,CDD00004840471568HF.pdf
1273,000048,康达尔,2016-12-13,关注函,CDD00004840471.pdf,CDD00004840471567HF.pdf
1274,000048,康达尔,2016-12-13,关注函,CDD00004840471.pdf,CDD00004840471564HF.pdf
1275,000048,康达尔,2016-12-13,关注函,CDD00004840471.pdf,CDD00004840471563HF.pdf
1276,000710,天兴仪表,2016-12-13,许可类重组问询函,CDD00071040456.pdf,CDD00071040456559HF.pdf
